model,forecast_date,target,location_name,point,quantile_0.025,quantile_0.975
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,ID,1,0,10
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Idaho,1,0,10
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,IL,169,28,1193
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Illinois,169,28,1193
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,IN,26,7,211
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Indiana,26,7,211
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Iowa,25,5,282
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Kansas,3,0,21
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Kentucky,6,0,31
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,KS,3,0,21
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,KY,6,0,31
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,LA,11,3,59
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Louisiana,11,3,59
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MA,22,2,188
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Maine,6,1,68
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Maryland,67,10,514
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Massachusetts,22,2,188
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MD,67,10,514
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,ME,6,1,68
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MI,17,3,152
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Michigan,17,3,152
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Minnesota,62,7,714
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Mississippi,28,3,227
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Missouri,8,2,67
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MN,62,7,714
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MO,8,2,67
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MS,28,3,227
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NC,59,6,703
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,ND,3,1,42
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NE,8,2,102
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Nebraska,8,2,102
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Nevada,11,1,122
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,New Hampshire,4,1,43
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,New Jersey,38,4,156
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,New Mexico,14,2,156
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,New York,97,12,474
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NH,4,1,43
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NJ,38,4,156
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NM,14,2,156
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,North Carolina,59,6,703
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,North Dakota,3,1,42
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NV,11,1,122
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,NY,97,12,474
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,OH,42,8,256
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Ohio,42,8,256
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,OK,9,1,62
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Oklahoma,9,1,62
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,OR,2,0,9
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Oregon,2,0,9
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,PA,41,7,267
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Pennsylvania,41,7,267
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Puerto Rico,6,1,52
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Rhode Island,10,1,60
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,RI,10,1,60
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,SC,15,2,181
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,SD,4,0,46
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,South Carolina,15,2,181
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,South Dakota,4,0,46
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Tennessee,10,1,89
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Texas,45,9,283
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,TN,10,1,89
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,TX,45,9,283
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,UT,7,1,43
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Utah,7,1,43
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,VA,45,5,393
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Vermont,0,0,0
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Virgin Islands,0,0,8
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Virginia,45,5,393
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,VT,0,0,0
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,WA,12,1,68
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Washington,12,1,68
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,West Virginia,4,1,56
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,WI,42,9,275
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Wisconsin,42,9,275
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,WV,4,1,56
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,WY,0,0,3
LANL-GrowthRate,5/25/2020,39 day ahead inc hosp,Wyoming,0,0,3
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,AK,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,AL,27,3,254
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Alabama,27,3,254
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Alaska,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,AR,12,2,154
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Arizona,15,1,124
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Arkansas,12,2,154
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,AZ,15,1,124
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,CA,105,19,649
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,California,105,19,649
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,CO,21,5,121
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Colorado,21,5,121
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Connecticut,16,3,100
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,CT,16,3,100
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,DC,8,0,57
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,DE,9,1,103
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Delaware,9,1,103
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,District of Columbia,8,0,57
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,FL,64,9,403
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Florida,64,9,403
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,GA,54,9,363
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Georgia,54,9,363
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,HI,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,IA,23,3,209
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,ID,1,0,8
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Idaho,1,0,8
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,IL,163,25,945
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Illinois,163,25,945
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,IN,32,5,227
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Indiana,32,5,227
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Iowa,23,3,209
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Kansas,3,0,27
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Kentucky,6,0,36
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,KS,3,0,27
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,KY,6,0,36
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,LA,12,3,54
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Louisiana,12,3,54
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MA,25,3,154
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Maine,4,0,41
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Maryland,65,11,427
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Massachusetts,25,3,154
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MD,65,11,427
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,ME,4,0,41
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MI,18,5,136
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Michigan,18,5,136
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Minnesota,58,7,884
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Mississippi,26,4,199
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Missouri,8,1,58
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MN,58,7,884
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MO,8,1,58
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MS,26,4,199
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NC,52,9,622
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,ND,3,0,45
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NE,10,2,76
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Nebraska,10,2,76
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Nevada,12,0,101
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,New Hampshire,4,0,44
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,New Jersey,41,5,242
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,New Mexico,16,2,113
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,New York,79,13,346
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NH,4,0,44
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NJ,41,5,242
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NM,16,2,113
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,North Carolina,52,9,622
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,North Dakota,3,0,45
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NV,12,0,101
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,NY,79,13,346
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,OH,41,6,193
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Ohio,41,6,193
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,OK,9,1,71
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Oklahoma,9,1,71
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,OR,2,0,11
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Oregon,2,0,11
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,PA,34,8,277
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Pennsylvania,34,8,277
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Puerto Rico,7,1,59
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Rhode Island,10,1,50
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,RI,10,1,50
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,SC,15,1,135
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,SD,3,0,28
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,South Carolina,15,1,135
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,South Dakota,3,0,28
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Tennessee,14,1,116
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Texas,47,5,249
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,TN,14,1,116
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,TX,47,5,249
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,UT,6,1,54
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Utah,6,1,54
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,VA,45,5,440
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Vermont,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Virgin Islands,0,0,6
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Virginia,45,5,440
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,VT,0,0,0
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,WA,10,2,66
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Washington,10,2,66
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,West Virginia,3,0,40
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,WI,35,5,315
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Wisconsin,35,5,315
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,WV,3,0,40
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,WY,0,0,3
LANL-GrowthRate,5/25/2020,40 day ahead inc hosp,Wyoming,0,0,3
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,AK,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,AL,28,4,244
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Alabama,28,4,244
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Alaska,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,AR,14,1,99
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Arizona,14,1,121
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Arkansas,14,1,99
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,AZ,14,1,121
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,CA,96,21,596
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,California,96,21,596
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,CO,21,5,220
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Colorado,21,5,220
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Connecticut,15,2,86
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,CT,15,2,86
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,DC,8,1,44
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,DE,9,2,83
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Delaware,9,2,83
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,District of Columbia,8,1,44
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,FL,61,14,404
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Florida,61,14,404
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,GA,56,9,391
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Georgia,56,9,391
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,HI,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,IA,21,4,284
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,ID,1,0,8
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Idaho,1,0,8
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,IL,156,23,1389
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Illinois,156,23,1389
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,IN,26,4,163
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Indiana,26,4,163
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Iowa,21,4,284
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Kansas,3,0,29
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Kentucky,6,0,57
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,KS,3,0,29
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,KY,6,0,57
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,LA,11,2,76
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Louisiana,11,2,76
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MA,22,4,169
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Maine,5,1,43
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Maryland,68,8,484
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Massachusetts,22,4,169
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MD,68,8,484
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,ME,5,1,43
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MI,18,2,141
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Michigan,18,2,141
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Minnesota,76,6,904
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Mississippi,27,2,163
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Missouri,7,2,50
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MN,76,6,904
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MO,7,2,50
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MS,27,2,163
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NC,61,8,461
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,ND,4,0,55
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NE,9,2,85
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Nebraska,9,2,85
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Nevada,12,1,80
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,New Hampshire,4,0,37
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,New Jersey,35,7,194
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,New Mexico,13,1,156
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,New York,92,13,343
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NH,4,0,37
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NJ,35,7,194
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NM,13,1,156
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,North Carolina,61,8,461
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,North Dakota,4,0,55
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NV,12,1,80
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,NY,92,13,343
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,OH,36,6,250
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Ohio,36,6,250
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,OK,8,1,60
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Oklahoma,8,1,60
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,OR,2,0,11
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Oregon,2,0,11
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,PA,36,7,287
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Pennsylvania,36,7,287
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Puerto Rico,5,1,41
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Rhode Island,9,1,38
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,RI,9,1,38
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,SC,17,3,99
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,SD,4,0,27
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,South Carolina,17,3,99
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,South Dakota,4,0,27
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Tennessee,11,2,119
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Texas,39,6,493
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,TN,11,2,119
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,TX,39,6,493
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,UT,7,1,59
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Utah,7,1,59
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,VA,42,6,312
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Vermont,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Virgin Islands,0,0,9
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Virginia,42,6,312
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,VT,0,0,0
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,WA,12,1,51
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Washington,12,1,51
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,West Virginia,4,1,38
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,WI,45,7,616
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Wisconsin,45,7,616
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,WV,4,1,38
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,WY,0,0,5
LANL-GrowthRate,5/25/2020,41 day ahead inc hosp,Wyoming,0,0,5
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,AK,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,AL,24,3,339
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Alabama,24,3,339
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Alaska,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,AR,12,2,155
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Arizona,13,2,134
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Arkansas,12,2,155
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,AZ,13,2,134
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,CA,92,25,464
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,California,92,25,464
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,CO,19,3,120
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Colorado,19,3,120
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Connecticut,16,2,79
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,CT,16,2,79
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,DC,8,1,49
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,DE,8,2,56
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Delaware,8,2,56
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,District of Columbia,8,1,49
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,FL,58,11,326
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Florida,58,11,326
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,GA,56,6,251
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Georgia,56,6,251
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Hawaii,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,HI,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,IA,26,4,203
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,ID,1,0,8
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Idaho,1,0,8
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,IL,151,32,1058
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Illinois,151,32,1058
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,IN,27,3,198
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Indiana,27,3,198
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Iowa,26,4,203
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Kansas,2,0,18
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Kentucky,5,0,67
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,KS,2,0,18
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,KY,5,0,67
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,LA,11,1,84
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Louisiana,11,1,84
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MA,22,4,107
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Maine,5,1,100
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Maryland,58,6,588
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Massachusetts,22,4,107
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MD,58,6,588
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,ME,5,1,100
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MI,19,2,146
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Michigan,19,2,146
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Minnesota,59,8,936
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Mississippi,20,4,183
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Missouri,7,1,51
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MN,59,8,936
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MO,7,1,51
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Montana,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MS,20,4,183
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,MT,0,0,0
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,NC,43,9,995
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,ND,3,0,59
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,NE,10,2,76
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Nebraska,10,2,76
LANL-GrowthRate,5/25/2020,42 day ahead inc hosp,Nevada,10,1,75
