category,code,title,regional_components
Micropolitan Area,15580,"Butte-Silver Bow, MT","Silver Bow County, MT (30093)"
Micropolitan Area,15620,"Cadillac, MI","Missaukee County, MI (26113); Wexford County, MI (26165)"
Micropolitan Area,15660,"Calhoun, GA","Gordon County, GA (13129)"
Micropolitan Area,15700,"Cambridge, MD","Dorchester County, MD (24019)"
Micropolitan Area,15740,"Cambridge, OH","Guernsey County, OH (39059)"
Micropolitan Area,15780,"Camden, AR","Calhoun County, AR (05013); Ouachita County, AR (05103)"
Micropolitan Area,15820,"Campbellsville, KY","Taylor County, KY (21217)"
Micropolitan Area,15860,"Cañon City, CO","Fremont County, CO (08043)"
Micropolitan Area,15900,"Canton, IL","Fulton County, IL (17057)"
Micropolitan Area,16060,"Carbondale, IL","Jackson County, IL (17077)"
Micropolitan Area,16100,"Carlsbad-Artesia, NM","Eddy County, NM (35015)"
Micropolitan Area,16260,"Cedar City, UT","Iron County, UT (49021)"
Micropolitan Area,16340,"Cedartown, GA","Polk County, GA (13233)"
Micropolitan Area,16380,"Celina, OH","Mercer County, OH (39107)"
Micropolitan Area,16420,"Central City, KY","Muhlenberg County, KY (21177)"
Micropolitan Area,16460,"Centralia, IL","Marion County, IL (17121)"
Micropolitan Area,16500,"Centralia, WA","Lewis County, WA (53041)"
Micropolitan Area,16540,"Chambersburg, PA","Franklin County, PA (42055)"
Micropolitan Area,16660,"Charleston-Mattoon, IL","Coles County, IL (17029); Cumberland County, IL (17035)"
Micropolitan Area,16900,"Chester, SC","Chester County, SC (45023)"
Micropolitan Area,17060,"Chillicothe, OH","Ross County, OH (39141)"
Micropolitan Area,17200,"Claremont, NH","Sullivan County, NH (33019)"
Micropolitan Area,17220,"Clarksburg, WV","Doddridge County, WV (54017); Harrison County, WV (54033); Taylor County, WV (54091)"
Micropolitan Area,17260,"Clarksdale, MS","Coahoma County, MS (28027)"
Micropolitan Area,17340,"Clearlake, CA","Lake County, CA (06033)"
Micropolitan Area,17380,"Cleveland, MS","Bolivar County, MS (28011)"
Micropolitan Area,17500,"Clewiston, FL","Hendry County, FL (12051)"
Micropolitan Area,17540,"Clinton, IA","Clinton County, IA (19045)"
Micropolitan Area,17580,"Clovis, NM","Curry County, NM (35009)"
Micropolitan Area,17620,"Coamo, PR","Coamo Municipio, PR (72043); Salinas Municipio, PR (72123)"
Micropolitan Area,17700,"Coffeyville, KS","Montgomery County, KS (20125)"
Micropolitan Area,17740,"Coldwater, MI","Branch County, MI (26023)"
Micropolitan Area,17940,"Columbia, TN","Maury County, TN (47119)"
Micropolitan Area,18060,"Columbus, MS","Lowndes County, MS (28087)"
Micropolitan Area,18100,"Columbus, NE","Platte County, NE (31141)"
Micropolitan Area,18180,"Concord, NH","Merrimack County, NH (33013)"
Micropolitan Area,18220,"Connersville, IN","Fayette County, IN (18041)"
Micropolitan Area,18260,"Cookeville, TN","Jackson County, TN (47087); Overton County, TN (47133); Putnam County, TN (47141)"
Micropolitan Area,18300,"Coos Bay, OR","Coos County, OR (41011)"
Micropolitan Area,18340,"Corbin, KY","Whitley County, KY (21235)"
Micropolitan Area,18380,"Cordele, GA","Crisp County, GA (13081)"
Micropolitan Area,18420,"Corinth, MS","Alcorn County, MS (28003)"
Micropolitan Area,18460,"Cornelia, GA","Habersham County, GA (13137)"
Micropolitan Area,18500,"Corning, NY","Steuben County, NY (36101)"
Micropolitan Area,18620,"Corsicana, TX","Navarro County, TX (48349)"
Micropolitan Area,18660,"Cortland, NY","Cortland County, NY (36023)"
Micropolitan Area,18740,"Coshocton, OH","Coshocton County, OH (39031)"
Micropolitan Area,18820,"Crawfordsville, IN","Montgomery County, IN (18107)"
Micropolitan Area,18860,"Crescent City, CA","Del Norte County, CA (06015)"
Micropolitan Area,18900,"Crossville, TN","Cumberland County, TN (47035)"
Micropolitan Area,18940,"Crowley, LA","Acadia Parish, LA (22001)"
Micropolitan Area,18980,"Cullman, AL","Cullman County, AL (01043)"
Micropolitan Area,19020,"Culpeper, VA","Culpeper County, VA (51047)"
Micropolitan Area,19220,"Danville, KY","Boyle County, KY (21021); Lincoln County, KY (21137)"
Micropolitan Area,19300,"Daphne-Fairhope-Foley, AL","Baldwin County, AL (01003)"
Micropolitan Area,19540,"Decatur, IN","Adams County, IN (18001)"
Micropolitan Area,19580,"Defiance, OH","Defiance County, OH (39039)"
Micropolitan Area,19620,"Del Rio, TX","Val Verde County, TX (48465)"
Micropolitan Area,19700,"Deming, NM","Luna County, NM (35029)"
Micropolitan Area,19760,"DeRidder, LA","Beauregard Parish, LA (22011)"
Micropolitan Area,19860,"Dickinson, ND","Billings County, ND (38007); Stark County, ND (38089)"
Micropolitan Area,19900,"Dillon, SC","Dillon County, SC (45033)"
Micropolitan Area,19940,"Dixon, IL","Lee County, IL (17103)"
Micropolitan Area,19980,"Dodge City, KS","Ford County, KS (20057)"
Micropolitan Area,20060,"Douglas, GA","Atkinson County, GA (13003); Coffee County, GA (13069)"
Micropolitan Area,20140,"Dublin, GA","Johnson County, GA (13167); Laurens County, GA (13175)"
Micropolitan Area,20180,"DuBois, PA","Clearfield County, PA (42033)"
Micropolitan Area,20300,"Dumas, TX","Moore County, TX (48341)"
Micropolitan Area,20340,"Duncan, OK","Stephens County, OK (40137)"
Micropolitan Area,20380,"Dunn, NC","Harnett County, NC (37085)"
Micropolitan Area,20420,"Durango, CO","La Plata County, CO (08067)"
Micropolitan Area,20460,"Durant, OK","Bryan County, OK (40013)"
Micropolitan Area,20540,"Dyersburg, TN","Dyer County, TN (47045)"
Micropolitan Area,20580,"Eagle Pass, TX","Maverick County, TX (48323)"
Micropolitan Area,20620,"East Liverpool-Salem, OH","Columbiana County, OH (39029)"
Micropolitan Area,20660,"Easton, MD","Talbot County, MD (24041)"
Micropolitan Area,20700,"East Stroudsburg, PA","Monroe County, PA (42089)"
Micropolitan Area,20780,"Edwards, CO","Eagle County, CO (08037); Lake County, CO (08065)"
Micropolitan Area,20820,"Effingham, IL","Effingham County, IL (17049)"
Micropolitan Area,20900,"El Campo, TX","Wharton County, TX (48481)"
Micropolitan Area,20980,"El Dorado, AR","Union County, AR (05139)"
Micropolitan Area,21020,"Elizabeth City, NC","Camden County, NC (37029); Pasquotank County, NC (37139); Perquimans County, NC (37143)"
Micropolitan Area,21120,"Elk City, OK","Beckham County, OK (40009)"
Micropolitan Area,21220,"Elko, NV","Elko County, NV (32007); Eureka County, NV (32011)"
Micropolitan Area,21260,"Ellensburg, WA","Kittitas County, WA (53037)"
Micropolitan Area,21380,"Emporia, KS","Chase County, KS (20017); Lyon County, KS (20111)"
Micropolitan Area,21420,"Enid, OK","Garfield County, OK (40047)"
Micropolitan Area,21460,"Enterprise-Ozark, AL","Coffee County, AL (01031); Dale County, AL (01045)"
Micropolitan Area,21540,"Escanaba, MI","Delta County, MI (26041)"
Micropolitan Area,21580,"Espanola, NM","Rio Arriba County, NM (35039)"
Micropolitan Area,21640,"Eufaula, AL-GA","Barbour County, AL (01005); Quitman County, GA (13239)"
Micropolitan Area,21700,"Eureka-Arcata-Fortuna, CA","Humboldt County, CA (06023)"
Micropolitan Area,21740,"Evanston, WY","Uinta County, WY (56041)"
Micropolitan Area,21860,"Fairmont, MN","Martin County, MN (27091)"
Micropolitan Area,21900,"Fairmont, WV","Marion County, WV (54049)"
Micropolitan Area,21980,"Fallon, NV","Churchill County, NV (32001)"
Micropolitan Area,22060,"Faribault-Northfield, MN","Rice County, MN (27131)"
Micropolitan Area,22100,"Farmington, MO","St. Francois County, MO (29187)"
Micropolitan Area,22260,"Fergus Falls, MN","Otter Tail County, MN (27111)"
Micropolitan Area,22280,"Fernley, NV","Lyon County, NV (32019)"
Micropolitan Area,22300,"Findlay, OH","Hancock County, OH (39063)"
Micropolitan Area,22340,"Fitzgerald, GA","Ben Hill County, GA (13017); Irwin County, GA (13155)"
Micropolitan Area,22580,"Forest City, NC","Rutherford County, NC (37161)"
Micropolitan Area,22620,"Forrest City, AR","St. Francis County, AR (05123)"
Micropolitan Area,22700,"Fort Dodge, IA","Webster County, IA (19187)"
Micropolitan Area,22780,"Fort Leonard Wood, MO","Pulaski County, MO (29169)"
Micropolitan Area,22800,"Fort Madison-Keokuk, IA-MO","Lee County, IA (19111); Clark County, MO (29045)"
Micropolitan Area,22820,"Fort Morgan, CO","Morgan County, CO (08087)"
Micropolitan Area,22840,"Fort Payne, AL","DeKalb County, AL (01049)"
Micropolitan Area,22860,"Fort Polk South, LA","Vernon Parish, LA (22115)"
Micropolitan Area,22980,"Fort Valley, GA","Peach County, GA (13225)"
Micropolitan Area,23140,"Frankfort, IN","Clinton County, IN (18023)"
Micropolitan Area,23180,"Frankfort, KY","Anderson County, KY (21005); Franklin County, KY (21073)"
Micropolitan Area,23240,"Fredericksburg, TX","Gillespie County, TX (48171)"
Micropolitan Area,23300,"Freeport, IL","Stephenson County, IL (17177)"
Micropolitan Area,23340,"Fremont, NE","Dodge County, NE (31053)"
Micropolitan Area,23380,"Fremont, OH","Sandusky County, OH (39143)"
Micropolitan Area,23500,"Gaffney, SC","Cherokee County, SC (45021)"
Micropolitan Area,23620,"Gainesville, TX","Cooke County, TX (48097)"
Micropolitan Area,23660,"Galesburg, IL","Knox County, IL (17095); Warren County, IL (17187)"
Micropolitan Area,23700,"Gallup, NM","McKinley County, NM (35031)"
Micropolitan Area,23780,"Garden City, KS","Finney County, KS (20055)"
Micropolitan Area,23820,"Gardnerville Ranchos, NV","Douglas County, NV (32005)"
Micropolitan Area,23860,"Georgetown, SC","Georgetown County, SC (45043)"
Micropolitan Area,23900,"Gettysburg, PA","Adams County, PA (42001)"
Micropolitan Area,23940,"Gillette, WY","Campbell County, WY (56005)"
Micropolitan Area,23980,"Glasgow, KY","Barren County, KY (21009); Metcalfe County, KY (21169)"
Micropolitan Area,24100,"Gloversville, NY","Fulton County, NY (36035)"
Micropolitan Area,24180,"Granbury, TX","Hood County, TX (48221); Somervell County, TX (48425)"
Micropolitan Area,24260,"Grand Island, NE","Hall County, NE (31079); Howard County, NE (31093); Merrick County, NE (31121)"
Micropolitan Area,24380,"Grants, NM","Cibola County, NM (35006)"
Micropolitan Area,24420,"Grants Pass, OR","Josephine County, OR (41033)"
Micropolitan Area,24460,"Great Bend, KS","Barton County, KS (20009)"
Micropolitan Area,24620,"Greeneville, TN","Greene County, TN (47059)"
Micropolitan Area,24700,"Greensburg, IN","Decatur County, IN (18031)"
Micropolitan Area,24740,"Greenville, MS","Washington County, MS (28151)"
Micropolitan Area,24820,"Greenville, OH","Darke County, OH (39037)"
Micropolitan Area,24900,"Greenwood, MS","Carroll County, MS (28015); Leflore County, MS (28083)"
Micropolitan Area,24940,"Greenwood, SC","Greenwood County, SC (45047)"
Micropolitan Area,24980,"Grenada, MS","Grenada County, MS (28043)"
Micropolitan Area,25100,"Guymon, OK","Texas County, OK (40139)"
Micropolitan Area,25220,"Hammond, LA","Tangipahoa Parish, LA (22105)"
Micropolitan Area,25300,"Hannibal, MO","Marion County, MO (29127); Ralls County, MO (29173)"
Micropolitan Area,25340,"Harriman, TN","Roane County, TN (47145)"
Micropolitan Area,25380,"Harrisburg, IL","Saline County, IL (17165)"
Micropolitan Area,25460,"Harrison, AR","Boone County, AR (05009); Newton County, AR (05101)"
Micropolitan Area,25580,"Hastings, NE","Adams County, NE (31001); Clay County, NE (31035)"
Micropolitan Area,25660,"Havre, MT","Hill County, MT (30041)"
Micropolitan Area,25700,"Hays, KS","Ellis County, KS (20051)"
Micropolitan Area,25720,"Heber, UT","Wasatch County, UT (49051)"
Micropolitan Area,25740,"Helena, MT","Jefferson County, MT (30043); Lewis and Clark County, MT (30049)"
Micropolitan Area,25760,"Helena-West Helena, AR","Phillips County, AR (05107)"
Micropolitan Area,25780,"Henderson, NC","Vance County, NC (37181)"
Micropolitan Area,25820,"Hereford, TX","Deaf Smith County, TX (48117)"
Micropolitan Area,25900,"Hilo, HI","Hawaii County, HI (15001)"
Micropolitan Area,25940,"Hilton Head Island-Beaufort, SC","Beaufort County, SC (45013); Jasper County, SC (45053)"
Micropolitan Area,26020,"Hobbs, NM","Lea County, NM (35025)"
Micropolitan Area,26140,"Homosassa Springs, FL","Citrus County, FL (12017)"
Micropolitan Area,26220,"Hood River, OR","Hood River County, OR (41027)"
Micropolitan Area,26260,"Hope, AR","Hempstead County, AR (05057); Nevada County, AR (05099)"
Micropolitan Area,26340,"Houghton, MI","Houghton County, MI (26061); Keweenaw County, MI (26083)"
Micropolitan Area,26460,"Hudson, NY","Columbia County, NY (36021)"
Micropolitan Area,26480,"Humboldt, TN","Gibson County, TN (47053)"
Micropolitan Area,26500,"Huntingdon, PA","Huntingdon County, PA (42061)"
Micropolitan Area,26540,"Huntington, IN","Huntington County, IN (18069)"
Micropolitan Area,26660,"Huntsville, TX","Walker County, TX (48471)"
Micropolitan Area,26700,"Huron, SD","Beadle County, SD (46005)"
Micropolitan Area,26740,"Hutchinson, KS","Reno County, KS (20155)"
Micropolitan Area,26780,"Hutchinson, MN","McLeod County, MN (27085)"
Micropolitan Area,26860,"Indiana, PA","Indiana County, PA (42063)"
Micropolitan Area,26940,"Indianola, MS","Sunflower County, MS (28133)"
Micropolitan Area,27020,"Iron Mountain, MI-WI","Dickinson County, MI (26043); Florence County, WI (55037)"
Micropolitan Area,27220,"Jackson, WY-ID","Teton County, ID (16081); Teton County, WY (56039)"
Micropolitan Area,27300,"Jacksonville, IL","Morgan County, IL (17137); Scott County, IL (17171)"
Micropolitan Area,27380,"Jacksonville, TX","Cherokee County, TX (48073)"
Micropolitan Area,27420,"Jamestown, ND","Stutsman County, ND (38093)"
Micropolitan Area,27460,"Jamestown-Dunkirk-Fredonia, NY","Chautauqua County, NY (36013)"
Micropolitan Area,27540,"Jasper, IN","Dubois County, IN (18037); Pike County, IN (18125)"
Micropolitan Area,27580,"Jayuya, PR","Jayuya Municipio, PR (72073)"
Micropolitan Area,27660,"Jennings, LA","Jefferson Davis Parish, LA (22053)"
Micropolitan Area,27700,"Jesup, GA","Wayne County, GA (13305)"
Micropolitan Area,27940,"Juneau, AK","Juneau City and Borough, AK (02110)"
Micropolitan Area,27980,"Kahului-Wailuku, HI","Maui County, HI (15009)"
Micropolitan Area,28060,"Kalispell, MT","Flathead County, MT (30029)"
Micropolitan Area,28180,"Kapaa, HI","Kauai County, HI (15007)"
Micropolitan Area,28260,"Kearney, NE","Buffalo County, NE (31019); Kearney County, NE (31099)"
Micropolitan Area,28300,"Keene, NH","Cheshire County, NH (33005)"
Micropolitan Area,28340,"Kendallville, IN","Noble County, IN (18113)"
Micropolitan Area,28380,"Kennett, MO","Dunklin County, MO (29069)"
Micropolitan Area,28500,"Kerrville, TX","Kerr County, TX (48265)"
Micropolitan Area,28540,"Ketchikan, AK","Ketchikan Gateway Borough, AK (02130)"
Micropolitan Area,28580,"Key West, FL","Monroe County, FL (12087)"
Micropolitan Area,28620,"Kill Devil Hills, NC","Dare County, NC (37055)"
Micropolitan Area,28780,"Kingsville, TX","Kenedy County, TX (48261); Kleberg County, TX (48273)"
Micropolitan Area,28820,"Kinston, NC","Lenoir County, NC (37107)"
Micropolitan Area,28860,"Kirksville, MO","Adair County, MO (29001); Schuyler County, MO (29197)"
Micropolitan Area,28900,"Klamath Falls, OR","Klamath County, OR (41035)"
Micropolitan Area,28980,"Kodiak, AK","Kodiak Island Borough, AK (02150)"
Micropolitan Area,29060,"Laconia, NH","Belknap County, NH (33001)"
Micropolitan Area,29220,"La Follette, TN","Campbell County, TN (47013)"
Micropolitan Area,29260,"La Grande, OR","Union County, OR (41061)"
Micropolitan Area,29300,"LaGrange, GA","Troup County, GA (13285)"
Micropolitan Area,29380,"Lake City, FL","Columbia County, FL (12023)"
Micropolitan Area,29500,"Lamesa, TX","Dawson County, TX (48115)"
Micropolitan Area,29580,"Lancaster, SC","Lancaster County, SC (45057)"
Micropolitan Area,29660,"Laramie, WY","Albany County, WY (56001)"
Micropolitan Area,29780,"Las Vegas, NM","San Miguel County, NM (35047)"
Micropolitan Area,29860,"Laurel, MS","Jasper County, MS (28061); Jones County, MS (28067)"
Micropolitan Area,29900,"Laurinburg, NC","Scotland County, NC (37165)"
Micropolitan Area,29980,"Lawrenceburg, TN","Lawrence County, TN (47099)"
Micropolitan Area,30060,"Lebanon, MO","Laclede County, MO (29105)"
Micropolitan Area,30100,"Lebanon, NH-VT","Grafton County, NH (33009); Orange County, VT (50017); Windsor County, VT (50027)"
Micropolitan Area,30220,"Levelland, TX","Hockley County, TX (48219)"
Micropolitan Area,30260,"Lewisburg, PA","Union County, PA (42119)"
Micropolitan Area,30280,"Lewisburg, TN","Marshall County, TN (47117)"
Micropolitan Area,30380,"Lewistown, PA","Mifflin County, PA (42087)"
Micropolitan Area,30420,"Lexington, NE","Dawson County, NE (31047); Gosper County, NE (31073)"
Micropolitan Area,30500,"Lexington Park, MD","St. Mary's County, MD (24037)"
Micropolitan Area,30580,"Liberal, KS","Seward County, KS (20175)"
Micropolitan Area,30660,"Lincoln, IL","Logan County, IL (17107)"
Micropolitan Area,30740,"Lincolnton, NC","Lincoln County, NC (37109)"
Micropolitan Area,30820,"Lock Haven, PA","Clinton County, PA (42035)"
Micropolitan Area,30900,"Logansport, IN","Cass County, IN (18017)"
Micropolitan Area,30940,"London, KY","Laurel County, KY (21125)"
Micropolitan Area,31060,"Los Alamos, NM","Los Alamos County, NM (35028)"
Micropolitan Area,31260,"Lufkin, TX","Angelina County, TX (48005)"
Micropolitan Area,31300,"Lumberton, NC","Robeson County, NC (37155)"
Micropolitan Area,31380,"Macomb, IL","McDonough County, IL (17109)"
Micropolitan Area,31500,"Madison, IN","Jefferson County, IN (18077)"
Micropolitan Area,31580,"Madisonville, KY","Hopkins County, KY (21107)"
Micropolitan Area,31620,"Magnolia, AR","Columbia County, AR (05027)"
Micropolitan Area,31660,"Malone, NY","Franklin County, NY (36033)"
Micropolitan Area,31820,"Manitowoc, WI","Manitowoc County, WI (55071)"
Micropolitan Area,31920,"Marble Falls, TX","Burnet County, TX (48053)"
Micropolitan Area,31940,"Marinette, WI-MI","Menominee County, MI (26109); Marinette County, WI (55075)"
Micropolitan Area,31980,"Marion, IN","Grant County, IN (18053)"
Micropolitan Area,32020,"Marion, OH","Marion County, OH (39101)"
Micropolitan Area,32060,"Marion-Herrin, IL","Williamson County, IL (17199)"
Micropolitan Area,32100,"Marquette, MI","Marquette County, MI (26103)"
Micropolitan Area,32140,"Marshall, MN","Lyon County, MN (27083)"
Micropolitan Area,32180,"Marshall, MO","Saline County, MO (29195)"
Micropolitan Area,32220,"Marshall, TX","Harrison County, TX (48203)"
Micropolitan Area,32260,"Marshalltown, IA","Marshall County, IA (19127)"
Micropolitan Area,32270,"Marshfield-Wisconsin Rapids, WI","Wood County, WI (55141)"
Micropolitan Area,32280,"Martin, TN","Weakley County, TN (47183)"
Micropolitan Area,32300,"Martinsville, VA","Henry County, VA (51089); Martinsville city, VA (51690)"
Micropolitan Area,32340,"Maryville, MO","Nodaway County, MO (29147)"
Micropolitan Area,32380,"Mason City, IA","Cerro Gordo County, IA (19033); Worth County, IA (19195)"
Micropolitan Area,32460,"Mayfield, KY","Graves County, KY (21083)"
Micropolitan Area,32500,"Maysville, KY","Lewis County, KY (21135); Mason County, KY (21161)"
Micropolitan Area,32540,"McAlester, OK","Pittsburg County, OK (40121)"
Micropolitan Area,32620,"McComb, MS","Amite County, MS (28005); Pike County, MS (28113)"
Micropolitan Area,32660,"McMinnville, TN","Warren County, TN (47177)"
Micropolitan Area,32700,"McPherson, KS","McPherson County, KS (20113)"
Micropolitan Area,32740,"Meadville, PA","Crawford County, PA (42039)"
Micropolitan Area,32860,"Menomonie, WI","Dunn County, WI (55033)"
Micropolitan Area,32940,"Meridian, MS","Clarke County, MS (28023); Kemper County, MS (28069); Lauderdale County, MS (28075)"
Micropolitan Area,32980,"Merrill, WI","Lincoln County, WI (55069)"
Micropolitan Area,33020,"Mexico, MO","Audrain County, MO (29007)"
Micropolitan Area,33060,"Miami, OK","Ottawa County, OK (40115)"
Micropolitan Area,33180,"Middlesborough, KY","Bell County, KY (21013)"
Micropolitan Area,33220,"Midland, MI","Midland County, MI (26111)"
Micropolitan Area,33300,"Milledgeville, GA","Baldwin County, GA (13009); Hancock County, GA (13141)"
Micropolitan Area,33380,"Minden, LA","Webster Parish, LA (22119)"
Micropolitan Area,33420,"Mineral Wells, TX","Palo Pinto County, TX (48363)"
Micropolitan Area,33500,"Minot, ND","McHenry County, ND (38049); Renville County, ND (38075); Ward County, ND (38101)"
Micropolitan Area,33580,"Mitchell, SD","Davison County, SD (46035); Hanson County, SD (46061)"
Micropolitan Area,33620,"Moberly, MO","Randolph County, MO (29175)"
Micropolitan Area,33820,"Monroe, WI","Green County, WI (55045)"
Micropolitan Area,33940,"Montrose, CO","Montrose County, CO (08085)"
Micropolitan Area,33980,"Morehead City, NC","Carteret County, NC (37031)"
Micropolitan Area,34020,"Morgan City, LA","St. Mary Parish, LA (22101)"
Micropolitan Area,34140,"Moscow, ID","Latah County, ID (16057)"
Micropolitan Area,34180,"Moses Lake, WA","Grant County, WA (53025)"
Micropolitan Area,34220,"Moultrie, GA","Colquitt County, GA (13071)"
Micropolitan Area,34260,"Mountain Home, AR","Baxter County, AR (05005)"
Micropolitan Area,34300,"Mountain Home, ID","Elmore County, ID (16039)"
Micropolitan Area,34340,"Mount Airy, NC","Surry County, NC (37171)"
Micropolitan Area,34380,"Mount Pleasant, MI","Isabella County, MI (26073)"
Micropolitan Area,34420,"Mount Pleasant, TX","Titus County, TX (48449)"
Micropolitan Area,34460,"Mount Sterling, KY","Bath County, KY (21011); Menifee County, KY (21165); Montgomery County, KY (21173)"
Micropolitan Area,34500,"Mount Vernon, IL","Hamilton County, IL (17065); Jefferson County, IL (17081)"
Micropolitan Area,34540,"Mount Vernon, OH","Knox County, OH (39083)"
Micropolitan Area,34660,"Murray, KY","Calloway County, KY (21035)"
Micropolitan Area,34700,"Muscatine, IA","Louisa County, IA (19115); Muscatine County, IA (19139)"
Micropolitan Area,34780,"Muskogee, OK","Muskogee County, OK (40101)"
Micropolitan Area,34860,"Nacogdoches, TX","Nacogdoches County, TX (48347)"
Micropolitan Area,35020,"Natchez, MS-LA","Concordia Parish, LA (22029); Adams County, MS (28001)"
Micropolitan Area,35060,"Natchitoches, LA","Natchitoches Parish, LA (22069)"
Micropolitan Area,35100,"New Bern, NC","Craven County, NC (37049); Jones County, NC (37103); Pamlico County, NC (37137)"
Micropolitan Area,35140,"Newberry, SC","Newberry County, SC (45071)"
Micropolitan Area,35220,"New Castle, IN","Henry County, IN (18065)"
Micropolitan Area,35260,"New Castle, PA","Lawrence County, PA (42073)"
Micropolitan Area,35340,"New Iberia, LA","Iberia Parish, LA (22045)"
Micropolitan Area,35420,"New Philadelphia-Dover, OH","Tuscarawas County, OH (39157)"
Micropolitan Area,35460,"Newport, TN","Cocke County, TN (47029)"
Micropolitan Area,35500,"Newton, IA","Jasper County, IA (19099)"
Micropolitan Area,35580,"New Ulm, MN","Brown County, MN (27015)"
Micropolitan Area,35700,"Nogales, AZ","Santa Cruz County, AZ (04023)"
Micropolitan Area,35740,"Norfolk, NE","Madison County, NE (31119); Pierce County, NE (31139); Stanton County, NE (31167)"
Micropolitan Area,35820,"North Platte, NE","Lincoln County, NE (31111); Logan County, NE (31113); McPherson County, NE (31117)"
Micropolitan Area,35860,"North Vernon, IN","Jennings County, IN (18079)"
Micropolitan Area,35900,"North Wilkesboro, NC","Wilkes County, NC (37193)"
Micropolitan Area,35940,"Norwalk, OH","Huron County, OH (39077)"
Micropolitan Area,36020,"Oak Harbor, WA","Island County, WA (53029)"
Micropolitan Area,36060,"Oak Hill, WV","Fayette County, WV (54019)"
Micropolitan Area,36180,"Ocean Pines, MD","Worcester County, MD (24047)"
Micropolitan Area,36300,"Ogdensburg-Massena, NY","St. Lawrence County, NY (36089)"
Micropolitan Area,36340,"Oil City, PA","Venango County, PA (42121)"
Micropolitan Area,36380,"Okeechobee, FL","Okeechobee County, FL (12093)"
Micropolitan Area,36460,"Olean, NY","Cattaraugus County, NY (36009)"
Micropolitan Area,36580,"Oneonta, NY","Otsego County, NY (36077)"
Micropolitan Area,36620,"Ontario, OR-ID","Payette County, ID (16075); Malheur County, OR (41045)"
Micropolitan Area,36660,"Opelousas-Eunice, LA","St. Landry Parish, LA (22097)"
Micropolitan Area,36700,"Orangeburg, SC","Orangeburg County, SC (45075)"
Micropolitan Area,36820,"Oskaloosa, IA","Mahaska County, IA (19123)"
Micropolitan Area,36860,"Ottawa-Streator, IL","Bureau County, IL (17011); LaSalle County, IL (17099); Putnam County, IL (17155)"
Micropolitan Area,36900,"Ottumwa, IA","Wapello County, IA (19179)"
Micropolitan Area,36940,"Owatonna, MN","Steele County, MN (27147)"
Micropolitan Area,37020,"Owosso, MI","Shiawassee County, MI (26155)"
Micropolitan Area,37060,"Oxford, MS","Lafayette County, MS (28071)"
Micropolitan Area,37140,"Paducah, KY-IL","Massac County, IL (17127); Ballard County, KY (21007); Livingston County, KY (21139); McCracken County, KY (21145)"
Micropolitan Area,37220,"Pahrump, NV","Nye County, NV (32023)"
Micropolitan Area,37260,"Palatka, FL","Putnam County, FL (12107)"
Micropolitan Area,37300,"Palestine, TX","Anderson County, TX (48001)"
Micropolitan Area,37420,"Pampa, TX","Gray County, TX (48179); Roberts County, TX (48393)"
Micropolitan Area,37500,"Paragould, AR","Greene County, AR (05055)"
Micropolitan Area,37540,"Paris, TN","Henry County, TN (47079)"
Micropolitan Area,37580,"Paris, TX","Lamar County, TX (48277)"
Micropolitan Area,37660,"Parsons, KS","Labette County, KS (20099)"
Micropolitan Area,37740,"Payson, AZ","Gila County, AZ (04007)"
Micropolitan Area,37780,"Pecos, TX","Reeves County, TX (48389)"
Micropolitan Area,37800,"Pella, IA","Marion County, IA (19125)"
Micropolitan Area,37820,"Pendleton-Hermiston, OR","Morrow County, OR (41049); Umatilla County, OR (41059)"
Micropolitan Area,37940,"Peru, IN","Miami County, IN (18103)"
Micropolitan Area,38020,"Phoenix Lake-Cedar Ridge, CA","Tuolumne County, CA (06109)"
Micropolitan Area,38100,"Picayune, MS","Pearl River County, MS (28109)"
Micropolitan Area,38180,"Pierre, SD","Hughes County, SD (46065); Stanley County, SD (46117)"
Micropolitan Area,38200,"Pierre Part, LA","Assumption Parish, LA (22007)"
Micropolitan Area,38260,"Pittsburg, KS","Crawford County, KS (20037)"
Micropolitan Area,38380,"Plainview, TX","Hale County, TX (48189)"
Micropolitan Area,38420,"Platteville, WI","Grant County, WI (55043)"
Micropolitan Area,38460,"Plattsburgh, NY","Clinton County, NY (36019)"
Micropolitan Area,38500,"Plymouth, IN","Marshall County, IN (18099)"
Micropolitan Area,38580,"Point Pleasant, WV-OH","Gallia County, OH (39053); Mason County, WV (54053)"
Micropolitan Area,38620,"Ponca City, OK","Kay County, OK (40071)"
Micropolitan Area,38700,"Pontiac, IL","Livingston County, IL (17105)"
Micropolitan Area,38740,"Poplar Bluff, MO","Butler County, MO (29023)"
Micropolitan Area,38780,"Portales, NM","Roosevelt County, NM (35041)"
Micropolitan Area,38820,"Port Angeles, WA","Clallam County, WA (53009)"
Micropolitan Area,39020,"Portsmouth, OH","Scioto County, OH (39145)"
Micropolitan Area,39060,"Pottsville, PA","Schuylkill County, PA (42107)"
Micropolitan Area,39220,"Price, UT","Carbon County, UT (49007)"
Micropolitan Area,39260,"Prineville, OR","Crook County, OR (41013)"
Micropolitan Area,39420,"Pullman, WA","Whitman County, WA (53075)"
Micropolitan Area,39500,"Quincy, IL-MO","Adams County, IL (17001); Lewis County, MO (29111)"
Micropolitan Area,39700,"Raymondville, TX","Willacy County, TX (48489)"
