tsa_id,tsa_name,date,patients_covid_total,patients_covid_ward,patients_covid_icu,beds_avail_total,beds_avail_icu,patients_all_total,patients_all_icu
H,Lufkin,2020-05-06,14.0,10.0,4.0,236.0,13.0,314.0,
H,Lufkin,2020-05-07,11.0,8.0,3.0,234.0,16.0,300.0,
H,Lufkin,2020-05-08,13.0,7.0,6.0,260.0,17.0,319.0,
H,Lufkin,2020-05-09,12.0,9.0,3.0,252.0,27.0,311.0,
H,Lufkin,2020-05-10,18.0,12.0,6.0,234.0,19.0,289.0,
H,Lufkin,2020-05-11,13.0,11.0,2.0,256.0,22.0,268.0,
H,Lufkin,2020-05-12,13.0,2.0,11.0,260.0,21.0,201.0,
H,Lufkin,2020-05-13,13.0,10.0,3.0,279.0,17.0,282.0,
H,Lufkin,2020-05-14,11.0,9.0,2.0,291.0,20.0,302.0,
H,Lufkin,2020-05-15,13.0,12.0,1.0,247.0,19.0,308.0,
H,Lufkin,2020-05-16,14.0,13.0,1.0,262.0,21.0,272.0,
H,Lufkin,2020-05-17,18.0,16.0,2.0,270.0,15.0,239.0,
H,Lufkin,2020-05-18,11.0,10.0,1.0,270.0,26.0,226.0,
H,Lufkin,2020-05-19,10.0,8.0,2.0,244.0,18.0,266.0,
H,Lufkin,2020-05-20,11.0,10.0,1.0,235.0,26.0,317.0,
H,Lufkin,2020-05-21,13.0,12.0,1.0,206.0,11.0,334.0,
H,Lufkin,2020-05-22,9.0,8.0,1.0,230.0,21.0,317.0,
H,Lufkin,2020-05-23,0.0,0.0,0.0,266.0,19.0,98.0,
H,Lufkin,2020-05-24,9.0,7.0,2.0,258.0,18.0,283.0,
H,Lufkin,2020-05-25,8.0,6.0,2.0,261.0,27.0,248.0,
H,Lufkin,2020-05-26,11.0,10.0,1.0,269.0,35.0,229.0,
H,Lufkin,2020-05-27,13.0,11.0,2.0,269.0,35.0,268.0,
H,Lufkin,2020-05-28,9.0,8.0,1.0,184.0,20.0,265.0,
H,Lufkin,2020-05-29,16.0,12.0,4.0,197.0,24.0,319.0,
H,Lufkin,2020-05-30,13.0,9.0,4.0,246.0,29.0,232.0,
H,Lufkin,2020-05-31,13.0,9.0,4.0,225.0,16.0,287.0,
H,Lufkin,2020-06-01,16.0,13.0,3.0,228.0,13.0,266.0,45.0
H,Lufkin,2020-06-02,16.0,14.0,2.0,246.0,19.0,284.0,57.0
H,Lufkin,2020-06-03,15.0,11.0,4.0,210.0,11.0,335.0,58.0
H,Lufkin,2020-06-04,14.0,10.0,4.0,246.0,19.0,320.0,50.0
H,Lufkin,2020-06-05,14.0,11.0,3.0,239.0,18.0,333.0,51.0
H,Lufkin,2020-06-06,14.0,12.0,2.0,239.0,17.0,336.0,52.0
H,Lufkin,2020-06-07,15.0,13.0,2.0,235.0,15.0,289.0,52.0
H,Lufkin,2020-06-08,17.0,13.0,4.0,250.0,14.0,259.0,55.0
H,Lufkin,2020-06-09,13.0,11.0,2.0,236.0,18.0,282.0,55.0
H,Lufkin,2020-06-10,17.0,13.0,4.0,210.0,10.0,338.0,55.0
H,Lufkin,2020-06-11,14.0,12.0,2.0,215.0,9.0,320.0,60.0
H,Lufkin,2020-06-12,19.0,15.0,4.0,217.0,8.0,323.0,53.0
H,Lufkin,2020-06-13,25.0,19.0,6.0,201.0,8.0,331.0,61.0
H,Lufkin,2020-06-14,26.0,19.0,7.0,215.0,10.0,318.0,59.0
H,Lufkin,2020-06-15,28.0,16.0,12.0,207.0,14.0,281.0,55.0
H,Lufkin,2020-06-16,26.0,15.0,11.0,228.0,16.0,302.0,53.0
H,Lufkin,2020-06-17,25.0,14.0,11.0,201.0,17.0,350.0,52.0
H,Lufkin,2020-06-18,23.0,16.0,7.0,193.0,9.0,360.0,60.0
H,Lufkin,2020-06-19,23.0,17.0,6.0,194.0,13.0,363.0,56.0
H,Lufkin,2020-06-20,19.0,11.0,8.0,191.0,14.0,340.0,55.0
H,Lufkin,2020-06-21,22.0,16.0,6.0,256.0,13.0,320.0,56.0
H,Lufkin,2020-06-22,24.0,12.0,12.0,230.0,11.0,310.0,58.0
H,Lufkin,2020-06-23,32.0,23.0,9.0,231.0,16.0,305.0,53.0
H,Lufkin,2020-06-24,32.0,26.0,6.0,200.0,14.0,353.0,55.0
H,Lufkin,2020-06-25,35.0,30.0,5.0,200.0,18.0,356.0,51.0
H,Lufkin,2020-06-26,34.0,22.0,12.0,222.0,18.0,319.0,51.0
H,Lufkin,2020-06-27,32.0,25.0,7.0,194.0,21.0,344.0,48.0
H,Lufkin,2020-06-28,30.0,24.0,6.0,209.0,19.0,313.0,50.0
H,Lufkin,2020-06-29,31.0,26.0,5.0,228.0,10.0,273.0,59.0
H,Lufkin,2020-06-30,30.0,24.0,6.0,236.0,12.0,314.0,57.0
H,Lufkin,2020-07-01,35.0,25.0,10.0,188.0,10.0,337.0,59.0
H,Lufkin,2020-07-02,38.0,30.0,8.0,179.0,11.0,366.0,58.0
H,Lufkin,2020-07-03,38.0,29.0,9.0,201.0,10.0,366.0,59.0
H,Lufkin,2020-07-04,40.0,28.0,12.0,234.0,8.0,346.0,61.0
H,Lufkin,2020-07-05,46.0,36.0,10.0,227.0,8.0,310.0,61.0
H,Lufkin,2020-07-06,46.0,35.0,11.0,247.0,10.0,288.0,59.0
H,Lufkin,2020-07-07,55.0,35.0,20.0,210.0,10.0,309.0,59.0
H,Lufkin,2020-07-08,52.0,33.0,19.0,169.0,10.0,347.0,59.0
H,Lufkin,2020-07-09,59.0,38.0,21.0,157.0,6.0,371.0,63.0
H,Lufkin,2020-07-10,64.0,38.0,26.0,133.0,7.0,377.0,62.0
H,Lufkin,2020-07-11,65.0,45.0,20.0,155.0,15.0,353.0,54.0
H,Lufkin,2020-07-12,63.0,46.0,17.0,183.0,12.0,320.0,57.0
H,Lufkin,2020-07-13,60.0,44.0,16.0,182.0,14.0,311.0,55.0
H,Lufkin,2020-07-14,73.0,53.0,20.0,174.0,14.0,327.0,55.0
H,Lufkin,2020-07-15,84.0,64.0,20.0,181.0,11.0,348.0,58.0
H,Lufkin,2020-07-16,90.0,66.0,24.0,136.0,17.0,378.0,52.0
H,Lufkin,2020-07-17,94.0,68.0,26.0,97.0,8.0,389.0,61.0
H,Lufkin,2020-07-18,98.0,73.0,25.0,100.0,20.0,407.0,49.0
H,Lufkin,2020-07-19,97.0,67.0,30.0,130.0,11.0,370.0,58.0
H,Lufkin,2020-07-20,100.0,71.0,29.0,122.0,17.0,264.0,52.0
H,Lufkin,2020-07-21,101.0,73.0,28.0,86.0,5.0,366.0,64.0
H,Lufkin,2020-07-22,106.0,78.0,28.0,132.0,22.0,422.0,47.0
H,Lufkin,2020-07-23,104.0,71.0,33.0,354.0,28.0,282.0,43.0
H,Lufkin,2020-07-24,101.0,69.0,32.0,108.0,9.0,375.0,72.0
H,Lufkin,2020-07-25,108.0,74.0,34.0,138.0,7.0,380.0,74.0
H,Lufkin,2020-07-26,67.0,47.0,20.0,122.0,9.0,845.0,0.0
H,Lufkin,2020-07-27,95.0,50.0,45.0,167.0,14.0,845.0,56.0
H,Lufkin,2020-07-28,129.0,100.0,29.0,459.0,13.0,849.0,198.0
H,Lufkin,2020-07-29,88.0,65.0,23.0,154.0,14.0,323.0,57.0
H,Lufkin,2020-07-30,100.0,71.0,29.0,134.0,9.0,369.0,62.0
H,Lufkin,2020-07-31,92.0,67.0,25.0,147.0,5.0,197.0,66.0
H,Lufkin,2020-08-01,144.0,104.0,40.0,130.0,7.0,283.0,74.0
H,Lufkin,2020-08-02,100.0,73.0,27.0,148.0,16.0,315.0,67.0
H,Lufkin,2020-08-03,97.0,68.0,29.0,144.0,8.0,268.0,73.0
H,Lufkin,2020-08-04,105.0,76.0,29.0,146.0,4.0,355.0,77.0
H,Lufkin,2020-08-05,100.0,73.0,27.0,130.0,9.0,351.0,72.0
H,Lufkin,2020-08-06,92.0,67.0,25.0,207.0,11.0,364.0,70.0
H,Lufkin,2020-08-07,88.0,69.0,19.0,147.0,11.0,394.0,76.0
H,Lufkin,2020-08-08,66.0,54.0,12.0,141.0,14.0,287.0,67.0
H,Lufkin,2020-08-09,80.0,58.0,22.0,210.0,23.0,333.0,29.0
H,Lufkin,2020-08-10,78.0,56.0,22.0,196.0,17.0,315.0,64.0
H,Lufkin,2020-08-11,74.0,49.0,25.0,126.0,16.0,340.0,65.0
H,Lufkin,2020-08-12,64.0,52.0,12.0,165.0,14.0,279.0,66.0
H,Lufkin,2020-08-13,79.0,58.0,21.0,143.0,10.0,352.0,71.0
H,Lufkin,2020-08-14,82.0,58.0,24.0,152.0,12.0,374.0,71.0
H,Lufkin,2020-08-15,84.0,60.0,24.0,143.0,9.0,367.0,60.0
H,Lufkin,2020-08-16,75.0,52.0,23.0,174.0,6.0,362.0,64.0
H,Lufkin,2020-08-17,79.0,60.0,19.0,178.0,12.0,348.0,53.0
H,Lufkin,2020-08-18,75.0,38.0,37.0,126.0,10.0,354.0,72.0
H,Lufkin,2020-08-19,58.0,47.0,11.0,131.0,8.0,290.0,74.0
H,Lufkin,2020-08-20,74.0,55.0,19.0,151.0,11.0,387.0,71.0
H,Lufkin,2020-08-21,68.0,47.0,21.0,138.0,11.0,379.0,71.0
H,Lufkin,2020-08-22,64.0,43.0,21.0,110.0,10.0,342.0,75.0
H,Lufkin,2020-08-23,69.0,36.0,22.0,155.0,14.0,314.0,67.0
H,Lufkin,2020-08-24,68.0,38.0,19.0,207.0,24.0,266.0,69.0
H,Lufkin,2020-08-25,54.0,33.0,21.0,206.0,19.0,270.0,63.0
H,Lufkin,2020-08-26,46.0,30.0,16.0,178.0,14.0,312.0,68.0
H,Lufkin,2020-08-27,62.0,39.0,23.0,157.0,14.0,345.0,67.0
H,Lufkin,2020-08-28,51.0,30.0,21.0,146.0,20.0,335.0,67.0
H,Lufkin,2020-08-29,60.0,39.0,21.0,177.0,18.0,309.0,67.0
H,Lufkin,2020-08-30,51.0,35.0,16.0,137.0,13.0,305.0,68.0
H,Lufkin,2020-08-31,52.0,33.0,19.0,154.0,14.0,330.0,69.0
H,Lufkin,2020-09-01,53.0,33.0,20.0,134.0,12.0,355.0,69.0
H,Lufkin,2020-09-02,55.0,34.0,21.0,116.0,11.0,384.0,70.0
H,Lufkin,2020-09-03,64.0,44.0,20.0,144.0,13.0,374.0,70.0
H,Lufkin,2020-09-04,53.0,34.0,19.0,160.0,7.0,368.0,74.0
H,Lufkin,2020-09-05,53.0,31.0,22.0,137.0,9.0,343.0,64.0
H,Lufkin,2020-09-06,52.0,32.0,20.0,170.0,12.0,331.0,68.0
H,Lufkin,2020-09-07,50.0,32.0,18.0,201.0,13.0,307.0,65.0
H,Lufkin,2020-09-08,43.0,29.0,14.0,239.0,15.0,320.0,67.0
H,Lufkin,2020-09-09,48.0,25.0,23.0,182.0,13.0,338.0,63.0
H,Lufkin,2020-09-10,44.0,24.0,20.0,145.0,13.0,362.0,68.0
H,Lufkin,2020-09-11,43.0,24.0,19.0,168.0,13.0,357.0,59.0
H,Lufkin,2020-09-12,39.0,22.0,17.0,160.0,9.0,340.0,66.0
H,Lufkin,2020-09-13,24.0,9.0,15.0,163.0,12.0,313.0,65.0
H,Lufkin,2020-09-14,31.0,14.0,17.0,163.0,9.0,295.0,65.0
H,Lufkin,2020-09-15,41.0,23.0,18.0,141.0,14.0,335.0,57.0
H,Lufkin,2020-09-16,44.0,28.0,16.0,122.0,12.0,376.0,55.0
H,Lufkin,2020-09-17,48.0,36.0,12.0,146.0,15.0,361.0,41.0
H,Lufkin,2020-09-18,42.0,25.0,17.0,142.0,18.0,377.0,60.0
H,Lufkin,2020-09-19,31.0,21.0,10.0,159.0,11.0,363.0,50.0
I,El Paso,2020-04-12,14.0,8.0,6.0,702.0,73.0,328.0,
I,El Paso,2020-04-13,23.0,14.0,9.0,693.0,67.0,471.0,
I,El Paso,2020-04-14,12.0,6.0,6.0,693.0,86.0,318.0,
I,El Paso,2020-04-15,30.0,17.0,13.0,704.0,82.0,716.0,
I,El Paso,2020-04-16,24.0,14.0,10.0,705.0,93.0,604.0,
I,El Paso,2020-04-17,28.0,12.0,16.0,696.0,79.0,632.0,
I,El Paso,2020-04-18,33.0,15.0,18.0,720.0,89.0,993.0,
I,El Paso,2020-04-19,24.0,10.0,14.0,714.0,85.0,641.0,
I,El Paso,2020-04-20,29.0,10.0,19.0,710.0,79.0,583.0,
I,El Paso,2020-04-21,49.0,20.0,29.0,296.0,37.0,940.0,
I,El Paso,2020-04-22,49.0,23.0,26.0,552.0,45.0,1033.0,
I,El Paso,2020-04-23,52.0,23.0,29.0,570.0,43.0,1157.0,156.0
I,El Paso,2020-04-24,56.0,25.0,31.0,585.0,51.0,1209.0,152.0
I,El Paso,2020-04-25,52.0,25.0,27.0,538.0,32.0,1112.0,162.0
I,El Paso,2020-04-26,60.0,31.0,29.0,529.0,33.0,1085.0,179.0
I,El Paso,2020-04-27,67.0,32.0,35.0,536.0,44.0,1034.0,174.0
I,El Paso,2020-04-28,65.0,32.0,33.0,584.0,35.0,1054.0,184.0
I,El Paso,2020-04-29,58.0,24.0,34.0,601.0,50.0,1080.0,181.0
I,El Paso,2020-04-30,68.0,30.0,38.0,521.0,50.0,1125.0,186.0
I,El Paso,2020-05-01,77.0,35.0,42.0,518.0,46.0,1118.0,180.0
I,El Paso,2020-05-02,74.0,33.0,41.0,543.0,41.0,1158.0,191.0
I,El Paso,2020-05-03,69.0,28.0,41.0,589.0,45.0,1136.0,194.0
I,El Paso,2020-05-04,64.0,27.0,37.0,584.0,40.0,1115.0,199.0
I,El Paso,2020-05-05,73.0,33.0,40.0,532.0,40.0,1127.0,194.0
I,El Paso,2020-05-06,72.0,34.0,38.0,525.0,43.0,1172.0,208.0
I,El Paso,2020-05-07,74.0,33.0,41.0,519.0,45.0,1240.0,211.0
I,El Paso,2020-05-08,81.0,35.0,46.0,558.0,53.0,1225.0,218.0
I,El Paso,2020-05-09,99.0,55.0,44.0,543.0,41.0,1205.0,211.0
I,El Paso,2020-05-10,103.0,53.0,50.0,578.0,48.0,1156.0,195.0
I,El Paso,2020-05-11,98.0,54.0,44.0,653.0,47.0,1077.0,186.0
I,El Paso,2020-05-12,98.0,51.0,47.0,681.0,46.0,1045.0,210.0
I,El Paso,2020-05-13,93.0,52.0,41.0,648.0,51.0,1160.0,200.0
I,El Paso,2020-05-14,90.0,51.0,39.0,672.0,58.0,1228.0,194.0
I,El Paso,2020-05-15,91.0,52.0,39.0,603.0,51.0,1268.0,205.0
I,El Paso,2020-05-16,105.0,56.0,49.0,682.0,49.0,1250.0,205.0
I,El Paso,2020-05-17,98.0,54.0,44.0,712.0,59.0,1210.0,184.0
I,El Paso,2020-05-18,108.0,65.0,43.0,745.0,58.0,1190.0,191.0
I,El Paso,2020-05-19,111.0,63.0,48.0,646.0,49.0,1204.0,205.0
I,El Paso,2020-05-20,126.0,66.0,60.0,584.0,43.0,1318.0,192.0
I,El Paso,2020-05-21,118.0,60.0,58.0,581.0,42.0,1367.0,220.0
I,El Paso,2020-05-22,116.0,46.0,70.0,601.0,36.0,1317.0,226.0
I,El Paso,2020-05-23,124.0,57.0,67.0,625.0,43.0,1280.0,226.0
I,El Paso,2020-05-24,128.0,59.0,69.0,648.0,48.0,1215.0,225.0
I,El Paso,2020-05-25,125.0,55.0,70.0,670.0,58.0,1167.0,213.0
I,El Paso,2020-05-26,126.0,56.0,70.0,694.0,56.0,1162.0,207.0
I,El Paso,2020-05-27,127.0,60.0,67.0,736.0,45.0,1207.0,225.0
I,El Paso,2020-05-28,123.0,56.0,67.0,611.0,41.0,1331.0,232.0
I,El Paso,2020-05-29,120.0,52.0,68.0,498.0,42.0,1382.0,232.0
I,El Paso,2020-05-30,115.0,52.0,63.0,527.0,47.0,1361.0,226.0
I,El Paso,2020-05-31,112.0,52.0,60.0,530.0,42.0,1288.0,37.0
I,El Paso,2020-06-01,109.0,52.0,57.0,544.0,40.0,1228.0,213.0
I,El Paso,2020-06-02,112.0,53.0,59.0,541.0,39.0,1234.0,215.0
I,El Paso,2020-06-03,112.0,49.0,63.0,526.0,38.0,1338.0,221.0
I,El Paso,2020-06-04,109.0,50.0,59.0,534.0,43.0,1382.0,218.0
I,El Paso,2020-06-05,104.0,49.0,55.0,519.0,46.0,1373.0,214.0
I,El Paso,2020-06-06,110.0,50.0,60.0,506.0,41.0,1369.0,219.0
I,El Paso,2020-06-07,110.0,45.0,65.0,505.0,43.0,1304.0,222.0
I,El Paso,2020-06-08,115.0,52.0,63.0,501.0,47.0,1246.0,219.0
I,El Paso,2020-06-09,119.0,53.0,66.0,476.0,38.0,1257.0,226.0
I,El Paso,2020-06-10,111.0,46.0,65.0,517.0,42.0,1344.0,222.0
I,El Paso,2020-06-11,99.0,45.0,54.0,500.0,36.0,1365.0,237.0
I,El Paso,2020-06-12,97.0,48.0,49.0,536.0,40.0,1371.0,219.0
I,El Paso,2020-06-13,93.0,46.0,47.0,526.0,49.0,1355.0,224.0
I,El Paso,2020-06-14,94.0,42.0,52.0,586.0,58.0,1292.0,217.0
I,El Paso,2020-06-15,94.0,39.0,55.0,568.0,63.0,1183.0,198.0
I,El Paso,2020-06-16,97.0,43.0,54.0,563.0,64.0,1242.0,207.0
I,El Paso,2020-06-17,105.0,49.0,56.0,576.0,67.0,1313.0,217.0
I,El Paso,2020-06-18,112.0,57.0,55.0,542.0,66.0,1380.0,214.0
I,El Paso,2020-06-19,107.0,55.0,52.0,566.0,66.0,1354.0,216.0
I,El Paso,2020-06-20,108.0,58.0,50.0,531.0,50.0,1341.0,210.0
I,El Paso,2020-06-21,110.0,58.0,52.0,512.0,39.0,1280.0,215.0
I,El Paso,2020-06-22,110.0,60.0,50.0,519.0,46.0,1226.0,213.0
I,El Paso,2020-06-23,116.0,63.0,53.0,491.0,49.0,1214.0,203.0
I,El Paso,2020-06-24,133.0,76.0,57.0,466.0,49.0,1303.0,199.0
I,El Paso,2020-06-25,130.0,76.0,54.0,463.0,58.0,1372.0,207.0
I,El Paso,2020-06-26,139.0,74.0,65.0,447.0,51.0,1470.0,219.0
I,El Paso,2020-06-27,136.0,72.0,64.0,437.0,43.0,1441.0,221.0
I,El Paso,2020-06-28,147.0,79.0,68.0,470.0,41.0,1404.0,230.0
I,El Paso,2020-06-29,149.0,85.0,64.0,484.0,42.0,1336.0,219.0
I,El Paso,2020-06-30,160.0,91.0,69.0,458.0,38.0,1316.0,215.0
I,El Paso,2020-07-01,177.0,107.0,70.0,422.0,39.0,1426.0,243.0
I,El Paso,2020-07-02,180.0,106.0,74.0,388.0,28.0,1431.0,235.0
I,El Paso,2020-07-03,193.0,124.0,69.0,409.0,48.0,1440.0,232.0
I,El Paso,2020-07-04,200.0,129.0,71.0,411.0,56.0,1393.0,199.0
I,El Paso,2020-07-05,211.0,140.0,71.0,418.0,54.0,1340.0,205.0
I,El Paso,2020-07-06,218.0,148.0,70.0,399.0,54.0,1299.0,209.0
I,El Paso,2020-07-07,246.0,175.0,71.0,386.0,47.0,1305.0,217.0
I,El Paso,2020-07-08,259.0,184.0,75.0,381.0,33.0,1471.0,233.0
I,El Paso,2020-07-09,260.0,179.0,81.0,372.0,35.0,1533.0,232.0
I,El Paso,2020-07-10,261.0,177.0,84.0,368.0,34.0,1485.0,236.0
I,El Paso,2020-07-11,251.0,171.0,80.0,400.0,32.0,1464.0,234.0
I,El Paso,2020-07-12,277.0,186.0,91.0,382.0,36.0,1456.0,231.0
I,El Paso,2020-07-13,285.0,194.0,91.0,417.0,35.0,1412.0,230.0
I,El Paso,2020-07-14,283.0,184.0,99.0,390.0,31.0,1377.0,231.0
I,El Paso,2020-07-15,287.0,190.0,97.0,358.0,25.0,1471.0,245.0
I,El Paso,2020-07-16,273.0,174.0,99.0,410.0,22.0,1505.0,240.0
I,El Paso,2020-07-17,268.0,166.0,102.0,406.0,22.0,1518.0,231.0
I,El Paso,2020-07-18,292.0,183.0,109.0,439.0,23.0,1477.0,241.0
I,El Paso,2020-07-19,270.0,170.0,100.0,424.0,23.0,1391.0,241.0
I,El Paso,2020-07-20,286.0,180.0,106.0,439.0,26.0,1324.0,245.0
I,El Paso,2020-07-21,302.0,196.0,106.0,385.0,28.0,1379.0,227.0
I,El Paso,2020-07-22,306.0,194.0,112.0,381.0,25.0,1431.0,240.0
I,El Paso,2020-07-23,183.0,113.0,70.0,358.0,72.0,767.0,80.0
I,El Paso,2020-07-24,317.0,212.0,105.0,335.0,11.0,1141.0,196.0
I,El Paso,2020-07-25,322.0,213.0,109.0,396.0,8.0,1298.0,208.0
I,El Paso,2020-07-26,195.0,133.0,62.0,115.0,8.0,76.0,110.0
I,El Paso,2020-07-27,288.0,180.0,108.0,297.0,23.0,1196.0,241.0
I,El Paso,2020-07-28,282.0,168.0,114.0,374.0,21.0,1229.0,239.0
I,El Paso,2020-07-29,266.0,160.0,106.0,422.0,19.0,1220.0,241.0
I,El Paso,2020-07-30,279.0,174.0,104.0,353.0,19.0,1310.0,249.0
I,El Paso,2020-07-31,264.0,162.0,100.0,453.0,16.0,1353.0,258.0
I,El Paso,2020-08-01,277.0,170.0,105.0,360.0,20.0,1377.0,264.0
I,El Paso,2020-08-02,277.0,170.0,106.0,358.0,21.0,1321.0,180.0
I,El Paso,2020-08-03,290.0,186.0,103.0,387.0,22.0,1243.0,287.0
I,El Paso,2020-08-04,288.0,191.0,96.0,405.0,21.0,1334.0,259.0
I,El Paso,2020-08-05,250.0,165.0,85.0,367.0,20.0,1475.0,259.0
I,El Paso,2020-08-06,255.0,166.0,89.0,355.0,21.0,1507.0,257.0
I,El Paso,2020-08-07,236.0,148.0,87.0,364.0,32.0,1508.0,229.0
I,El Paso,2020-08-08,231.0,151.0,78.0,402.0,46.0,1500.0,237.0
I,El Paso,2020-08-09,211.0,138.0,72.0,409.0,44.0,1454.0,240.0
I,El Paso,2020-08-10,207.0,134.0,73.0,421.0,35.0,1403.0,236.0
I,El Paso,2020-08-11,208.0,133.0,75.0,651.0,46.0,1304.0,233.0
I,El Paso,2020-08-12,185.0,117.0,67.0,393.0,37.0,1395.0,244.0
I,El Paso,2020-08-13,194.0,124.0,69.0,397.0,35.0,1402.0,239.0
I,El Paso,2020-08-14,183.0,127.0,56.0,387.0,30.0,1347.0,235.0
I,El Paso,2020-08-15,161.0,108.0,53.0,425.0,43.0,1350.0,230.0
I,El Paso,2020-08-16,161.0,99.0,59.0,407.0,30.0,1315.0,248.0
I,El Paso,2020-08-17,147.0,88.0,56.0,434.0,36.0,1273.0,232.0
I,El Paso,2020-08-18,160.0,99.0,57.0,447.0,42.0,1320.0,231.0
I,El Paso,2020-08-19,168.0,114.0,52.0,418.0,45.0,1361.0,214.0
I,El Paso,2020-08-20,161.0,108.0,50.0,376.0,41.0,1375.0,213.0
I,El Paso,2020-08-21,166.0,111.0,52.0,370.0,28.0,1369.0,213.0
I,El Paso,2020-08-22,135.0,86.0,46.0,407.0,38.0,1378.0,212.0
I,El Paso,2020-08-23,136.0,82.0,50.0,420.0,38.0,1365.0,228.0
I,El Paso,2020-08-24,136.0,79.0,53.0,438.0,45.0,1252.0,223.0
I,El Paso,2020-08-25,131.0,75.0,55.0,433.0,43.0,1291.0,225.0
I,El Paso,2020-08-26,131.0,79.0,51.0,416.0,65.0,1346.0,224.0
I,El Paso,2020-08-27,134.0,81.0,50.0,483.0,62.0,1285.0,229.0
I,El Paso,2020-08-28,139.0,83.0,52.0,480.0,55.0,1311.0,236.0
I,El Paso,2020-08-29,137.0,85.0,49.0,420.0,25.0,1355.0,240.0
I,El Paso,2020-08-30,132.0,77.0,53.0,427.0,24.0,1373.0,248.0
I,El Paso,2020-08-31,123.0,69.0,53.0,434.0,28.0,1344.0,246.0
I,El Paso,2020-09-01,130.0,75.0,54.0,430.0,41.0,1294.0,223.0
I,El Paso,2020-09-02,126.0,72.0,54.0,404.0,27.0,1335.0,235.0
I,El Paso,2020-09-03,122.0,73.0,48.0,415.0,27.0,1361.0,246.0
I,El Paso,2020-09-04,106.0,57.0,49.0,448.0,35.0,1372.0,235.0
I,El Paso,2020-09-05,107.0,61.0,45.0,436.0,33.0,1360.0,238.0
I,El Paso,2020-09-06,105.0,59.0,45.0,473.0,32.0,1309.0,242.0
I,El Paso,2020-09-07,102.0,54.0,47.0,494.0,35.0,1264.0,236.0
I,El Paso,2020-09-08,105.0,58.0,47.0,471.0,28.0,1253.0,227.0
I,El Paso,2020-09-09,115.0,63.0,52.0,435.0,30.0,1281.0,227.0
I,El Paso,2020-09-10,110.0,62.0,48.0,356.0,21.0,1361.0,246.0
I,El Paso,2020-09-11,113.0,67.0,46.0,396.0,26.0,1387.0,234.0
I,El Paso,2020-09-12,114.0,66.0,48.0,417.0,29.0,1349.0,236.0
I,El Paso,2020-09-13,110.0,65.0,45.0,437.0,32.0,1283.0,233.0
I,El Paso,2020-09-14,110.0,63.0,47.0,437.0,32.0,1239.0,232.0
I,El Paso,2020-09-15,114.0,70.0,44.0,418.0,32.0,1275.0,237.0
I,El Paso,2020-09-16,118.0,71.0,46.0,382.0,24.0,1353.0,223.0
I,El Paso,2020-09-17,122.0,74.0,48.0,341.0,21.0,1396.0,219.0
I,El Paso,2020-09-18,128.0,79.0,48.0,351.0,25.0,1401.0,231.0
I,El Paso,2020-09-19,138.0,85.0,51.0,335.0,21.0,1412.0,241.0
J,Midland/Odessa,2020-04-12,10.0,6.0,4.0,732.0,42.0,663.0,
J,Midland/Odessa,2020-04-13,11.0,7.0,4.0,689.0,37.0,676.0,
J,Midland/Odessa,2020-04-14,17.0,8.0,9.0,677.0,45.0,640.0,
J,Midland/Odessa,2020-04-15,7.0,2.0,5.0,682.0,45.0,639.0,
J,Midland/Odessa,2020-04-16,10.0,3.0,7.0,623.0,41.0,650.0,
J,Midland/Odessa,2020-04-17,15.0,6.0,9.0,637.0,38.0,666.0,
J,Midland/Odessa,2020-04-18,12.0,4.0,8.0,616.0,43.0,681.0,
J,Midland/Odessa,2020-04-19,10.0,6.0,4.0,615.0,51.0,643.0,
J,Midland/Odessa,2020-04-20,10.0,8.0,2.0,622.0,49.0,614.0,
J,Midland/Odessa,2020-04-21,8.0,6.0,2.0,661.0,44.0,622.0,
J,Midland/Odessa,2020-04-22,11.0,6.0,5.0,715.0,40.0,643.0,
J,Midland/Odessa,2020-04-23,10.0,6.0,4.0,379.0,50.0,673.0,33.0
J,Midland/Odessa,2020-04-24,8.0,5.0,3.0,675.0,53.0,653.0,34.0
J,Midland/Odessa,2020-04-25,7.0,5.0,2.0,667.0,35.0,683.0,22.0
J,Midland/Odessa,2020-04-26,6.0,5.0,1.0,633.0,42.0,654.0,37.0
J,Midland/Odessa,2020-04-27,8.0,7.0,1.0,816.0,54.0,630.0,30.0
J,Midland/Odessa,2020-04-28,8.0,7.0,1.0,826.0,48.0,624.0,35.0
J,Midland/Odessa,2020-04-29,6.0,4.0,2.0,731.0,49.0,648.0,36.0
J,Midland/Odessa,2020-04-30,7.0,3.0,4.0,698.0,48.0,677.0,37.0
J,Midland/Odessa,2020-05-01,7.0,5.0,2.0,695.0,46.0,670.0,38.0
J,Midland/Odessa,2020-05-02,6.0,3.0,3.0,698.0,46.0,640.0,35.0
J,Midland/Odessa,2020-05-03,8.0,5.0,3.0,640.0,37.0,634.0,42.0
J,Midland/Odessa,2020-05-04,8.0,6.0,2.0,567.0,33.0,623.0,44.0
J,Midland/Odessa,2020-05-05,15.0,14.0,1.0,562.0,47.0,642.0,34.0
J,Midland/Odessa,2020-05-06,27.0,25.0,2.0,524.0,36.0,723.0,35.0
J,Midland/Odessa,2020-05-07,28.0,26.0,2.0,540.0,51.0,747.0,45.0
J,Midland/Odessa,2020-05-08,29.0,26.0,3.0,522.0,41.0,725.0,33.0
