tsa_id,tsa_name,date,patients_covid_total,patients_covid_ward,patients_covid_icu,beds_avail_total,beds_avail_icu,patients_all_total,patients_all_icu
F,Paris,2020-05-09,12.0,7.0,5.0,,31.0,552.0,54.0
F,Paris,2020-05-10,14.0,7.0,7.0,,29.0,521.0,42.0
F,Paris,2020-05-11,16.0,7.0,9.0,,38.0,508.0,51.0
F,Paris,2020-05-12,16.0,9.0,7.0,,31.0,479.0,52.0
F,Paris,2020-05-13,14.0,9.0,5.0,,43.0,544.0,50.0
F,Paris,2020-05-14,11.0,5.0,6.0,,37.0,548.0,59.0
F,Paris,2020-05-15,13.0,6.0,7.0,,39.0,531.0,50.0
F,Paris,2020-05-16,15.0,7.0,8.0,,33.0,534.0,60.0
F,Paris,2020-05-17,14.0,6.0,8.0,,35.0,518.0,60.0
F,Paris,2020-05-18,14.0,5.0,9.0,,36.0,491.0,58.0
F,Paris,2020-05-19,12.0,6.0,6.0,,33.0,485.0,56.0
F,Paris,2020-05-20,13.0,6.0,7.0,,32.0,554.0,57.0
F,Paris,2020-05-21,17.0,11.0,6.0,,35.0,611.0,51.0
F,Paris,2020-05-22,23.0,17.0,6.0,,37.0,586.0,45.0
F,Paris,2020-05-23,23.0,17.0,6.0,,38.0,537.0,50.0
F,Paris,2020-05-24,20.0,14.0,6.0,,60.0,504.0,47.0
F,Paris,2020-05-25,16.0,10.0,6.0,,58.0,482.0,42.0
F,Paris,2020-05-26,18.0,11.0,7.0,,60.0,510.0,43.0
F,Paris,2020-05-27,22.0,16.0,6.0,,61.0,514.0,44.0
F,Paris,2020-05-28,22.0,15.0,7.0,,59.0,596.0,57.0
F,Paris,2020-05-29,24.0,20.0,4.0,773.0,89.0,587.0,34.0
F,Paris,2020-05-30,20.0,16.0,4.0,764.0,94.0,511.0,41.0
F,Paris,2020-05-31,16.0,9.0,7.0,805.0,91.0,512.0,48.0
F,Paris,2020-06-01,14.0,8.0,6.0,806.0,89.0,485.0,49.0
F,Paris,2020-06-02,15.0,9.0,6.0,789.0,89.0,494.0,53.0
F,Paris,2020-06-03,18.0,14.0,4.0,781.0,91.0,528.0,45.0
F,Paris,2020-06-04,26.0,19.0,7.0,792.0,90.0,535.0,45.0
F,Paris,2020-06-05,20.0,14.0,6.0,785.0,92.0,551.0,47.0
F,Paris,2020-06-06,21.0,15.0,6.0,783.0,95.0,524.0,46.0
F,Paris,2020-06-07,22.0,14.0,8.0,784.0,101.0,509.0,43.0
F,Paris,2020-06-08,21.0,13.0,8.0,785.0,101.0,499.0,46.0
F,Paris,2020-06-09,29.0,17.0,12.0,765.0,101.0,482.0,51.0
F,Paris,2020-06-10,32.0,18.0,14.0,763.0,99.0,525.0,56.0
F,Paris,2020-06-11,25.0,13.0,12.0,688.0,83.0,462.0,50.0
F,Paris,2020-06-12,29.0,13.0,16.0,789.0,99.0,549.0,56.0
F,Paris,2020-06-13,28.0,14.0,14.0,786.0,97.0,553.0,58.0
F,Paris,2020-06-14,30.0,16.0,14.0,786.0,91.0,520.0,49.0
F,Paris,2020-06-15,28.0,15.0,13.0,779.0,91.0,517.0,54.0
F,Paris,2020-06-16,26.0,12.0,14.0,787.0,90.0,517.0,59.0
F,Paris,2020-06-17,29.0,16.0,13.0,793.0,91.0,576.0,61.0
F,Paris,2020-06-18,27.0,14.0,13.0,780.0,93.0,558.0,59.0
F,Paris,2020-06-19,24.0,11.0,13.0,786.0,94.0,559.0,59.0
F,Paris,2020-06-20,27.0,13.0,14.0,793.0,94.0,550.0,48.0
F,Paris,2020-06-21,24.0,12.0,12.0,795.0,93.0,520.0,48.0
F,Paris,2020-06-22,22.0,11.0,11.0,767.0,91.0,445.0,50.0
F,Paris,2020-06-23,25.0,13.0,12.0,780.0,94.0,498.0,46.0
F,Paris,2020-06-24,25.0,15.0,10.0,793.0,94.0,535.0,53.0
F,Paris,2020-06-25,33.0,20.0,13.0,775.0,93.0,604.0,59.0
F,Paris,2020-06-26,32.0,20.0,12.0,781.0,94.0,575.0,59.0
F,Paris,2020-06-27,35.0,22.0,13.0,770.0,92.0,585.0,54.0
F,Paris,2020-06-28,34.0,20.0,14.0,794.0,94.0,528.0,58.0
F,Paris,2020-06-29,35.0,21.0,14.0,798.0,93.0,542.0,53.0
F,Paris,2020-06-30,37.0,22.0,15.0,803.0,95.0,563.0,56.0
F,Paris,2020-07-01,38.0,21.0,17.0,782.0,92.0,578.0,61.0
F,Paris,2020-07-02,38.0,19.0,19.0,796.0,94.0,600.0,53.0
F,Paris,2020-07-03,43.0,20.0,23.0,824.0,99.0,612.0,58.0
F,Paris,2020-07-04,46.0,26.0,20.0,819.0,99.0,584.0,58.0
F,Paris,2020-07-05,49.0,26.0,23.0,815.0,99.0,504.0,59.0
F,Paris,2020-07-06,51.0,28.0,23.0,770.0,98.0,450.0,59.0
F,Paris,2020-07-07,52.0,32.0,20.0,816.0,101.0,508.0,55.0
F,Paris,2020-07-08,53.0,33.0,20.0,803.0,100.0,563.0,59.0
F,Paris,2020-07-09,58.0,38.0,20.0,786.0,88.0,618.0,63.0
F,Paris,2020-07-10,66.0,42.0,24.0,794.0,92.0,613.0,70.0
F,Paris,2020-07-11,74.0,48.0,26.0,805.0,89.0,620.0,71.0
F,Paris,2020-07-12,69.0,42.0,27.0,809.0,91.0,609.0,71.0
F,Paris,2020-07-13,70.0,46.0,24.0,804.0,92.0,534.0,71.0
F,Paris,2020-07-14,64.0,38.0,26.0,788.0,94.0,589.0,65.0
F,Paris,2020-07-15,64.0,36.0,28.0,772.0,91.0,624.0,76.0
F,Paris,2020-07-16,57.0,29.0,28.0,782.0,92.0,621.0,76.0
F,Paris,2020-07-17,68.0,38.0,30.0,799.0,96.0,624.0,76.0
F,Paris,2020-07-18,68.0,35.0,33.0,801.0,89.0,613.0,67.0
F,Paris,2020-07-19,75.0,39.0,36.0,769.0,88.0,593.0,76.0
F,Paris,2020-07-20,74.0,35.0,39.0,805.0,91.0,599.0,76.0
F,Paris,2020-07-21,75.0,34.0,41.0,802.0,88.0,600.0,81.0
F,Paris,2020-07-22,82.0,44.0,38.0,798.0,90.0,649.0,75.0
F,Paris,2020-07-23,82.0,48.0,34.0,462.0,59.0,660.0,77.0
F,Paris,2020-07-24,122.0,59.0,63.0,838.0,91.0,926.0,122.0
F,Paris,2020-07-25,132.0,67.0,65.0,706.0,100.0,1281.0,153.0
F,Paris,2020-07-26,191.0,113.0,78.0,693.0,102.0,544.0,77.0
F,Paris,2020-07-27,125.0,61.0,64.0,797.0,109.0,623.0,143.0
F,Paris,2020-07-28,121.0,62.0,59.0,344.0,44.0,1172.0,148.0
F,Paris,2020-07-29,126.0,65.0,61.0,321.0,45.0,687.0,158.0
F,Paris,2020-07-30,123.0,68.0,55.0,318.0,43.0,726.0,80.0
F,Paris,2020-07-31,113.0,58.0,55.0,329.0,43.0,731.0,78.0
F,Paris,2020-08-01,113.0,57.0,56.0,317.0,41.0,681.0,80.0
F,Paris,2020-08-02,114.0,52.0,62.0,313.0,41.0,681.0,63.0
F,Paris,2020-08-03,112.0,59.0,53.0,333.0,42.0,649.0,78.0
F,Paris,2020-08-04,109.0,54.0,55.0,315.0,45.0,650.0,75.0
F,Paris,2020-08-05,109.0,53.0,56.0,288.0,38.0,673.0,81.0
F,Paris,2020-08-06,102.0,50.0,52.0,297.0,39.0,676.0,81.0
F,Paris,2020-08-07,113.0,54.0,59.0,298.0,37.0,697.0,84.0
F,Paris,2020-08-08,111.0,53.0,58.0,291.0,40.0,696.0,80.0
F,Paris,2020-08-09,102.0,46.0,56.0,289.0,38.0,699.0,82.0
F,Paris,2020-08-10,115.0,56.0,59.0,313.0,40.0,623.0,86.0
F,Paris,2020-08-11,110.0,54.0,56.0,300.0,37.0,588.0,76.0
F,Paris,2020-08-12,105.0,52.0,53.0,238.0,21.0,595.0,79.0
F,Paris,2020-08-13,105.0,54.0,51.0,232.0,20.0,643.0,82.0
F,Paris,2020-08-14,104.0,51.0,53.0,237.0,24.0,643.0,79.0
F,Paris,2020-08-15,94.0,41.0,53.0,229.0,22.0,645.0,82.0
F,Paris,2020-08-16,103.0,46.0,57.0,219.0,17.0,623.0,81.0
F,Paris,2020-08-17,112.0,53.0,59.0,219.0,18.0,613.0,80.0
F,Paris,2020-08-18,112.0,48.0,64.0,243.0,21.0,609.0,81.0
F,Paris,2020-08-19,105.0,49.0,56.0,250.0,20.0,624.0,82.0
F,Paris,2020-08-20,107.0,50.0,57.0,244.0,21.0,646.0,81.0
F,Paris,2020-08-21,111.0,50.0,61.0,223.0,18.0,636.0,78.0
F,Paris,2020-08-22,108.0,51.0,57.0,233.0,23.0,616.0,73.0
F,Paris,2020-08-23,76.0,52.0,24.0,244.0,22.0,604.0,74.0
F,Paris,2020-08-24,110.0,53.0,57.0,242.0,19.0,594.0,77.0
F,Paris,2020-08-25,78.0,53.0,25.0,243.0,23.0,603.0,81.0
F,Paris,2020-08-26,76.0,51.0,25.0,225.0,20.0,618.0,84.0
F,Paris,2020-08-27,72.0,49.0,23.0,213.0,12.0,637.0,88.0
F,Paris,2020-08-28,72.0,48.0,24.0,203.0,17.0,656.0,85.0
F,Paris,2020-08-29,69.0,48.0,21.0,214.0,20.0,643.0,75.0
F,Paris,2020-08-30,67.0,38.0,29.0,212.0,16.0,634.0,78.0
F,Paris,2020-08-31,64.0,33.0,31.0,258.0,13.0,612.0,83.0
F,Paris,2020-09-01,74.0,45.0,29.0,238.0,12.0,626.0,60.0
F,Paris,2020-09-02,77.0,46.0,31.0,243.0,16.0,644.0,80.0
F,Paris,2020-09-03,77.0,48.0,29.0,248.0,16.0,651.0,81.0
F,Paris,2020-09-04,72.0,43.0,29.0,261.0,17.0,620.0,79.0
F,Paris,2020-09-05,74.0,41.0,33.0,265.0,20.0,623.0,77.0
F,Paris,2020-09-06,74.0,45.0,29.0,418.0,20.0,624.0,76.0
F,Paris,2020-09-07,69.0,42.0,27.0,436.0,24.0,592.0,72.0
F,Paris,2020-09-08,71.0,40.0,31.0,288.0,17.0,587.0,74.0
F,Paris,2020-09-09,71.0,41.0,30.0,268.0,17.0,603.0,79.0
F,Paris,2020-09-10,81.0,52.0,29.0,259.0,17.0,631.0,79.0
F,Paris,2020-09-11,82.0,52.0,30.0,251.0,15.0,647.0,81.0
F,Paris,2020-09-12,70.0,44.0,26.0,291.0,16.0,663.0,80.0
F,Paris,2020-09-13,74.0,48.0,26.0,307.0,18.0,632.0,74.0
F,Paris,2020-09-14,78.0,49.0,29.0,315.0,17.0,623.0,76.0
F,Paris,2020-09-15,69.0,42.0,27.0,312.0,14.0,618.0,83.0
F,Paris,2020-09-16,69.0,43.0,26.0,305.0,14.0,644.0,85.0
F,Paris,2020-09-17,67.0,39.0,28.0,296.0,14.0,650.0,83.0
F,Paris,2020-09-18,64.0,40.0,24.0,295.0,18.0,662.0,77.0
F,Paris,2020-09-19,67.0,36.0,31.0,265.0,10.0,688.0,89.0
G,Longview/Tyler,2020-04-12,32.0,16.0,16.0,714.0,103.0,921.0,
G,Longview/Tyler,2020-04-13,26.0,13.0,13.0,734.0,103.0,932.0,
G,Longview/Tyler,2020-04-14,33.0,16.0,17.0,739.0,95.0,969.0,
G,Longview/Tyler,2020-04-15,32.0,14.0,18.0,752.0,103.0,1023.0,
G,Longview/Tyler,2020-04-16,36.0,19.0,17.0,682.0,84.0,1039.0,
G,Longview/Tyler,2020-04-17,43.0,26.0,17.0,736.0,103.0,995.0,
G,Longview/Tyler,2020-04-18,36.0,22.0,14.0,665.0,80.0,1067.0,
G,Longview/Tyler,2020-04-19,42.0,26.0,16.0,589.0,64.0,1013.0,
G,Longview/Tyler,2020-04-20,45.0,25.0,20.0,610.0,57.0,960.0,
G,Longview/Tyler,2020-04-21,47.0,29.0,18.0,659.0,77.0,1030.0,
G,Longview/Tyler,2020-04-22,60.0,32.0,28.0,595.0,61.0,1314.0,
G,Longview/Tyler,2020-04-23,43.0,22.0,21.0,590.0,52.0,1267.0,230.0
G,Longview/Tyler,2020-04-24,48.0,26.0,22.0,664.0,80.0,1347.0,216.0
G,Longview/Tyler,2020-04-25,47.0,24.0,23.0,618.0,83.0,1276.0,235.0
G,Longview/Tyler,2020-04-26,54.0,31.0,23.0,578.0,64.0,1232.0,222.0
G,Longview/Tyler,2020-04-27,53.0,29.0,24.0,567.0,56.0,1141.0,228.0
G,Longview/Tyler,2020-04-28,54.0,32.0,22.0,626.0,71.0,1158.0,210.0
G,Longview/Tyler,2020-04-29,53.0,31.0,22.0,582.0,77.0,1264.0,200.0
G,Longview/Tyler,2020-04-30,53.0,33.0,20.0,596.0,76.0,1276.0,202.0
G,Longview/Tyler,2020-05-01,63.0,38.0,25.0,601.0,83.0,1272.0,214.0
G,Longview/Tyler,2020-05-02,68.0,42.0,26.0,539.0,68.0,1294.0,216.0
G,Longview/Tyler,2020-05-03,96.0,62.0,34.0,545.0,77.0,1459.0,228.0
G,Longview/Tyler,2020-05-04,67.0,41.0,26.0,612.0,86.0,1184.0,205.0
G,Longview/Tyler,2020-05-05,54.0,32.0,22.0,595.0,87.0,1207.0,207.0
G,Longview/Tyler,2020-05-06,57.0,33.0,24.0,508.0,83.0,1412.0,209.0
G,Longview/Tyler,2020-05-07,53.0,32.0,21.0,500.0,67.0,1437.0,222.0
G,Longview/Tyler,2020-05-08,50.0,31.0,19.0,536.0,72.0,1416.0,218.0
G,Longview/Tyler,2020-05-09,55.0,31.0,24.0,548.0,71.0,1420.0,221.0
G,Longview/Tyler,2020-05-10,49.0,27.0,22.0,607.0,76.0,1232.0,218.0
G,Longview/Tyler,2020-05-11,46.0,25.0,21.0,617.0,78.0,1033.0,214.0
G,Longview/Tyler,2020-05-12,43.0,20.0,23.0,651.0,78.0,1236.0,206.0
G,Longview/Tyler,2020-05-13,39.0,19.0,20.0,535.0,62.0,1369.0,217.0
G,Longview/Tyler,2020-05-14,40.0,19.0,21.0,555.0,98.0,1381.0,206.0
G,Longview/Tyler,2020-05-15,45.0,20.0,25.0,575.0,98.0,1387.0,203.0
G,Longview/Tyler,2020-05-16,40.0,19.0,21.0,531.0,91.0,1376.0,201.0
G,Longview/Tyler,2020-05-17,37.0,20.0,17.0,470.0,69.0,1291.0,204.0
G,Longview/Tyler,2020-05-18,41.0,25.0,16.0,567.0,71.0,1228.0,196.0
G,Longview/Tyler,2020-05-19,40.0,24.0,16.0,572.0,75.0,1252.0,182.0
G,Longview/Tyler,2020-05-20,41.0,25.0,16.0,416.0,53.0,1459.0,221.0
G,Longview/Tyler,2020-05-21,38.0,20.0,18.0,442.0,41.0,1468.0,230.0
G,Longview/Tyler,2020-05-22,36.0,21.0,15.0,440.0,43.0,1464.0,235.0
G,Longview/Tyler,2020-05-23,42.0,24.0,18.0,457.0,44.0,1496.0,236.0
G,Longview/Tyler,2020-05-24,39.0,20.0,19.0,423.0,54.0,1420.0,218.0
G,Longview/Tyler,2020-05-25,40.0,20.0,20.0,482.0,55.0,1351.0,218.0
G,Longview/Tyler,2020-05-26,39.0,19.0,20.0,497.0,60.0,1290.0,211.0
G,Longview/Tyler,2020-05-27,43.0,21.0,22.0,508.0,52.0,1365.0,221.0
G,Longview/Tyler,2020-05-28,43.0,19.0,24.0,458.0,51.0,1499.0,223.0
G,Longview/Tyler,2020-05-29,44.0,22.0,22.0,518.0,110.0,1517.0,200.0
G,Longview/Tyler,2020-05-30,44.0,22.0,22.0,583.0,98.0,1471.0,204.0
G,Longview/Tyler,2020-05-31,46.0,22.0,24.0,570.0,95.0,1334.0,209.0
G,Longview/Tyler,2020-06-01,49.0,21.0,28.0,601.0,126.0,1259.0,203.0
G,Longview/Tyler,2020-06-02,53.0,26.0,27.0,652.0,116.0,1302.0,221.0
G,Longview/Tyler,2020-06-03,52.0,25.0,27.0,514.0,89.0,1374.0,228.0
G,Longview/Tyler,2020-06-04,44.0,20.0,24.0,534.0,92.0,1453.0,226.0
G,Longview/Tyler,2020-06-05,48.0,24.0,24.0,540.0,89.0,1504.0,231.0
G,Longview/Tyler,2020-06-06,43.0,19.0,24.0,538.0,90.0,1523.0,236.0
G,Longview/Tyler,2020-06-07,49.0,23.0,26.0,582.0,98.0,1444.0,245.0
G,Longview/Tyler,2020-06-08,54.0,30.0,24.0,484.0,63.0,1392.0,222.0
G,Longview/Tyler,2020-06-09,51.0,24.0,27.0,558.0,115.0,1391.0,215.0
G,Longview/Tyler,2020-06-10,50.0,24.0,26.0,470.0,88.0,1489.0,221.0
G,Longview/Tyler,2020-06-11,47.0,23.0,24.0,441.0,72.0,1523.0,228.0
G,Longview/Tyler,2020-06-12,50.0,27.0,23.0,530.0,73.0,1483.0,236.0
G,Longview/Tyler,2020-06-13,54.0,29.0,25.0,542.0,78.0,1482.0,232.0
G,Longview/Tyler,2020-06-14,53.0,26.0,27.0,529.0,84.0,1396.0,218.0
G,Longview/Tyler,2020-06-15,55.0,29.0,26.0,508.0,73.0,1299.0,221.0
G,Longview/Tyler,2020-06-16,60.0,33.0,27.0,515.0,68.0,1412.0,232.0
G,Longview/Tyler,2020-06-17,57.0,29.0,28.0,433.0,62.0,1569.0,235.0
G,Longview/Tyler,2020-06-18,47.0,21.0,26.0,428.0,58.0,1571.0,253.0
G,Longview/Tyler,2020-06-19,52.0,26.0,26.0,445.0,68.0,1627.0,241.0
G,Longview/Tyler,2020-06-20,51.0,25.0,26.0,408.0,75.0,1611.0,239.0
G,Longview/Tyler,2020-06-21,51.0,24.0,27.0,511.0,66.0,1467.0,240.0
G,Longview/Tyler,2020-06-22,54.0,27.0,27.0,516.0,87.0,1335.0,220.0
G,Longview/Tyler,2020-06-23,56.0,30.0,26.0,547.0,80.0,1342.0,224.0
G,Longview/Tyler,2020-06-24,62.0,34.0,28.0,425.0,75.0,1606.0,231.0
G,Longview/Tyler,2020-06-25,62.0,35.0,27.0,438.0,73.0,1596.0,240.0
G,Longview/Tyler,2020-06-26,73.0,40.0,33.0,435.0,79.0,1591.0,235.0
G,Longview/Tyler,2020-06-27,75.0,42.0,33.0,541.0,92.0,1510.0,218.0
G,Longview/Tyler,2020-06-28,72.0,39.0,33.0,521.0,90.0,1377.0,220.0
G,Longview/Tyler,2020-06-29,85.0,48.0,37.0,603.0,96.0,1308.0,219.0
G,Longview/Tyler,2020-06-30,85.0,51.0,34.0,579.0,85.0,1273.0,229.0
G,Longview/Tyler,2020-07-01,79.0,50.0,29.0,559.0,87.0,1404.0,233.0
G,Longview/Tyler,2020-07-02,91.0,57.0,34.0,484.0,79.0,1583.0,242.0
G,Longview/Tyler,2020-07-03,96.0,66.0,30.0,500.0,89.0,1550.0,232.0
G,Longview/Tyler,2020-07-04,113.0,72.0,41.0,554.0,89.0,1480.0,231.0
G,Longview/Tyler,2020-07-05,116.0,80.0,36.0,577.0,104.0,1365.0,214.0
G,Longview/Tyler,2020-07-06,121.0,88.0,33.0,533.0,97.0,1274.0,219.0
G,Longview/Tyler,2020-07-07,146.0,106.0,40.0,612.0,99.0,1375.0,211.0
G,Longview/Tyler,2020-07-08,148.0,104.0,44.0,509.0,90.0,1532.0,227.0
G,Longview/Tyler,2020-07-09,151.0,103.0,48.0,477.0,87.0,1585.0,234.0
G,Longview/Tyler,2020-07-10,162.0,112.0,50.0,461.0,85.0,1541.0,240.0
G,Longview/Tyler,2020-07-11,159.0,107.0,52.0,482.0,81.0,1527.0,241.0
G,Longview/Tyler,2020-07-12,220.0,167.0,53.0,547.0,83.0,1494.0,241.0
G,Longview/Tyler,2020-07-13,187.0,124.0,63.0,543.0,87.0,1349.0,233.0
G,Longview/Tyler,2020-07-14,197.0,130.0,67.0,533.0,73.0,1467.0,245.0
G,Longview/Tyler,2020-07-15,206.0,137.0,69.0,464.0,72.0,1595.0,259.0
G,Longview/Tyler,2020-07-16,220.0,150.0,70.0,484.0,75.0,1662.0,259.0
G,Longview/Tyler,2020-07-17,226.0,154.0,72.0,457.0,71.0,1651.0,254.0
G,Longview/Tyler,2020-07-18,222.0,153.0,69.0,432.0,72.0,1644.0,256.0
G,Longview/Tyler,2020-07-19,221.0,148.0,73.0,455.0,74.0,1611.0,259.0
G,Longview/Tyler,2020-07-20,242.0,167.0,75.0,472.0,70.0,1543.0,267.0
G,Longview/Tyler,2020-07-21,245.0,166.0,79.0,461.0,61.0,1570.0,262.0
G,Longview/Tyler,2020-07-22,259.0,179.0,80.0,397.0,63.0,1670.0,264.0
G,Longview/Tyler,2020-07-23,271.0,196.0,75.0,389.0,32.0,1670.0,226.0
G,Longview/Tyler,2020-07-24,244.0,168.0,76.0,399.0,77.0,1353.0,215.0
G,Longview/Tyler,2020-07-25,234.0,156.0,78.0,476.0,18.0,1456.0,239.0
G,Longview/Tyler,2020-07-26,247.0,166.0,81.0,319.0,23.0,49.0,253.0
G,Longview/Tyler,2020-07-27,255.0,174.0,81.0,297.0,30.0,1417.0,248.0
G,Longview/Tyler,2020-07-28,270.0,182.0,88.0,348.0,25.0,1523.0,269.0
G,Longview/Tyler,2020-07-29,272.0,184.0,88.0,270.0,27.0,1593.0,274.0
G,Longview/Tyler,2020-07-30,269.0,180.0,89.0,230.0,18.0,1623.0,273.0
G,Longview/Tyler,2020-07-31,251.0,166.0,85.0,268.0,25.0,1687.0,265.0
G,Longview/Tyler,2020-08-01,245.0,160.0,85.0,260.0,34.0,1587.0,115.0
G,Longview/Tyler,2020-08-02,241.0,156.0,85.0,351.0,35.0,1592.0,220.0
G,Longview/Tyler,2020-08-03,243.0,154.0,89.0,329.0,39.0,1436.0,257.0
G,Longview/Tyler,2020-08-04,256.0,163.0,93.0,347.0,36.0,1458.0,259.0
G,Longview/Tyler,2020-08-05,250.0,167.0,83.0,304.0,41.0,1558.0,278.0
G,Longview/Tyler,2020-08-06,259.0,173.0,86.0,267.0,41.0,1659.0,272.0
G,Longview/Tyler,2020-08-07,263.0,176.0,87.0,269.0,38.0,1666.0,269.0
G,Longview/Tyler,2020-08-08,262.0,177.0,85.0,287.0,42.0,1559.0,254.0
G,Longview/Tyler,2020-08-09,247.0,166.0,81.0,306.0,34.0,1546.0,256.0
G,Longview/Tyler,2020-08-10,240.0,156.0,84.0,366.0,24.0,1454.0,260.0
G,Longview/Tyler,2020-08-11,235.0,154.0,81.0,429.0,37.0,1475.0,262.0
G,Longview/Tyler,2020-08-12,228.0,154.0,74.0,351.0,40.0,1543.0,258.0
G,Longview/Tyler,2020-08-13,230.0,152.0,78.0,358.0,38.0,1570.0,253.0
G,Longview/Tyler,2020-08-14,212.0,135.0,77.0,351.0,37.0,1601.0,263.0
G,Longview/Tyler,2020-08-15,218.0,144.0,74.0,348.0,35.0,1652.0,267.0
G,Longview/Tyler,2020-08-16,229.0,158.0,71.0,442.0,46.0,1656.0,264.0
G,Longview/Tyler,2020-08-17,225.0,152.0,73.0,442.0,43.0,1537.0,265.0
G,Longview/Tyler,2020-08-18,234.0,158.0,76.0,447.0,44.0,1514.0,258.0
G,Longview/Tyler,2020-08-19,233.0,157.0,75.0,384.0,29.0,1699.0,274.0
G,Longview/Tyler,2020-08-20,221.0,151.0,70.0,415.0,37.0,1668.0,259.0
G,Longview/Tyler,2020-08-21,211.0,149.0,62.0,427.0,33.0,1653.0,258.0
G,Longview/Tyler,2020-08-22,203.0,140.0,63.0,463.0,45.0,1609.0,246.0
G,Longview/Tyler,2020-08-23,202.0,137.0,65.0,446.0,44.0,1580.0,247.0
G,Longview/Tyler,2020-08-24,196.0,129.0,67.0,500.0,41.0,1507.0,242.0
G,Longview/Tyler,2020-08-25,206.0,139.0,67.0,470.0,38.0,1509.0,259.0
G,Longview/Tyler,2020-08-26,192.0,127.0,65.0,451.0,39.0,1584.0,263.0
G,Longview/Tyler,2020-08-27,198.0,132.0,66.0,407.0,42.0,1669.0,259.0
G,Longview/Tyler,2020-08-28,199.0,132.0,67.0,408.0,40.0,1632.0,255.0
G,Longview/Tyler,2020-08-29,204.0,139.0,65.0,459.0,36.0,1608.0,264.0
G,Longview/Tyler,2020-08-30,206.0,140.0,66.0,494.0,36.0,1626.0,263.0
G,Longview/Tyler,2020-08-31,213.0,144.0,69.0,490.0,45.0,1579.0,252.0
G,Longview/Tyler,2020-09-01,222.0,150.0,71.0,428.0,33.0,1561.0,263.0
G,Longview/Tyler,2020-09-02,220.0,148.0,71.0,379.0,28.0,1673.0,276.0
G,Longview/Tyler,2020-09-03,220.0,147.0,73.0,387.0,30.0,1718.0,285.0
G,Longview/Tyler,2020-09-04,218.0,144.0,74.0,408.0,25.0,1695.0,287.0
G,Longview/Tyler,2020-09-05,201.0,132.0,69.0,419.0,33.0,1641.0,285.0
G,Longview/Tyler,2020-09-06,185.0,120.0,65.0,469.0,28.0,1527.0,275.0
G,Longview/Tyler,2020-09-07,194.0,125.0,69.0,498.0,24.0,1523.0,274.0
G,Longview/Tyler,2020-09-08,200.0,135.0,65.0,458.0,24.0,1462.0,268.0
G,Longview/Tyler,2020-09-09,180.0,117.0,63.0,480.0,29.0,1511.0,282.0
G,Longview/Tyler,2020-09-10,174.0,110.0,64.0,406.0,29.0,1593.0,283.0
G,Longview/Tyler,2020-09-11,188.0,125.0,63.0,442.0,24.0,1721.0,286.0
G,Longview/Tyler,2020-09-12,172.0,110.0,62.0,415.0,27.0,1758.0,281.0
G,Longview/Tyler,2020-09-13,172.0,113.0,59.0,424.0,33.0,1727.0,278.0
G,Longview/Tyler,2020-09-14,168.0,105.0,63.0,452.0,34.0,1613.0,276.0
G,Longview/Tyler,2020-09-15,169.0,105.0,64.0,467.0,30.0,1559.0,268.0
G,Longview/Tyler,2020-09-16,170.0,106.0,64.0,449.0,34.0,1631.0,280.0
G,Longview/Tyler,2020-09-17,177.0,114.0,63.0,404.0,26.0,1701.0,286.0
G,Longview/Tyler,2020-09-18,164.0,99.0,65.0,438.0,37.0,1675.0,274.0
G,Longview/Tyler,2020-09-19,159.0,96.0,62.0,464.0,44.0,1646.0,260.0
H,Lufkin,2020-04-12,15.0,10.0,5.0,257.0,35.0,190.0,
H,Lufkin,2020-04-13,18.0,14.0,4.0,253.0,33.0,198.0,
H,Lufkin,2020-04-14,23.0,18.0,5.0,217.0,28.0,149.0,
H,Lufkin,2020-04-15,15.0,13.0,2.0,230.0,26.0,154.0,
H,Lufkin,2020-04-16,28.0,21.0,7.0,281.0,22.0,247.0,
H,Lufkin,2020-04-17,24.0,19.0,5.0,242.0,26.0,185.0,
H,Lufkin,2020-04-18,37.0,22.0,15.0,281.0,18.0,226.0,
H,Lufkin,2020-04-19,27.0,17.0,10.0,279.0,21.0,205.0,
H,Lufkin,2020-04-20,24.0,15.0,9.0,287.0,23.0,219.0,
H,Lufkin,2020-04-21,24.0,15.0,9.0,286.0,26.0,219.0,
H,Lufkin,2020-04-22,25.0,17.0,8.0,297.0,15.0,252.0,
H,Lufkin,2020-04-23,23.0,15.0,8.0,241.0,13.0,261.0,
H,Lufkin,2020-04-24,23.0,17.0,6.0,233.0,10.0,253.0,
H,Lufkin,2020-04-25,20.0,15.0,5.0,237.0,13.0,273.0,
H,Lufkin,2020-04-26,21.0,16.0,5.0,269.0,14.0,250.0,
H,Lufkin,2020-04-27,22.0,18.0,4.0,271.0,19.0,247.0,
H,Lufkin,2020-04-28,18.0,15.0,3.0,287.0,19.0,243.0,
H,Lufkin,2020-04-29,19.0,15.0,4.0,276.0,19.0,263.0,
H,Lufkin,2020-04-30,18.0,14.0,4.0,281.0,18.0,285.0,
H,Lufkin,2020-05-01,16.0,12.0,4.0,287.0,10.0,280.0,
H,Lufkin,2020-05-02,20.0,15.0,5.0,278.0,17.0,277.0,
H,Lufkin,2020-05-03,16.0,14.0,2.0,279.0,21.0,296.0,
H,Lufkin,2020-05-04,17.0,12.0,5.0,270.0,19.0,266.0,
H,Lufkin,2020-05-05,18.0,13.0,5.0,262.0,16.0,285.0,
