state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
OK,Oklahoma,17MAY2020,5735,3249,8221,7076,44.8,33.5,56.1,320,159,481,2.5,1.5,3.4,834,354,1314,728,53.4,40.3,66.4,
OK,Oklahoma,18MAY2020,6114,3501,8726,6735,47.6,36.0,59.2,369,161,576,2.9,1.6,4.2,847,359,1336,539,61.1,52.1,70.1,
OK,Oklahoma,19MAY2020,6538,3824,9251,6400,50.5,39.1,62.0,411,195,628,3.2,1.9,4.5,853,366,1340,504,62.9,54.8,70.9,
OK,Oklahoma,20MAY2020,6930,4088,9771,6083,53.3,41.7,64.8,399,183,615,3.1,1.7,4.4,896,400,1392,475,65.4,57.3,73.4,
OK,Oklahoma,21MAY2020,6869,4023,9715,6145,52.8,40.9,64.7,370,179,562,2.8,1.7,4.0,912,397,1428,518,63.8,53.9,73.7,
OK,Oklahoma,22MAY2020,6649,3846,9451,6362,51.1,39.2,63.0,384,188,579,2.9,1.8,4.1,899,382,1416,485,64.9,55.7,74.2,
OK,Oklahoma,23MAY2020,6055,3455,8656,6894,46.8,35.6,57.9,288,142,434,2.2,1.4,3.1,854,345,1363,531,61.6,51.4,71.9,
OK,Oklahoma,24MAY2020,5697,3164,8230,7240,44.0,32.7,55.4,309,168,450,2.4,1.6,3.2,833,305,1361,547,60.4,47.2,73.5,
OK,Oklahoma,25MAY2020,5269,2883,7655,7499,41.3,29.6,53.0,242,110,375,1.9,1.1,2.7,822,309,1334,514,61.5,49.8,73.2,
OK,Oklahoma,26MAY2020,6029,3343,8714,6948,46.5,34.7,58.2,370,163,578,2.9,1.6,4.2,863,332,1395,485,64.0,53.5,74.6,
OK,Oklahoma,27MAY2020,6818,3949,9688,6208,52.3,40.5,64.2,398,174,622,3.1,1.6,4.5,899,368,1430,458,66.2,56.3,76.2,
OK,Oklahoma,28MAY2020,6626,3788,9464,6357,51.0,38.6,63.4,315,123,506,2.4,1.2,3.7,898,365,1431,441,67.0,56.8,77.2,
OK,Oklahoma,29MAY2020,6563,3575,9552,6610,49.8,40.7,59.0,203,111,295,1.5,1.1,2.0,957,289,1625,555,63.3,52.0,74.6,
OK,Oklahoma,30MAY2020,6043,3200,8887,6942,46.5,37.3,55.7,225,126,324,1.7,1.2,2.3,911,271,1551,445,67.2,50.0,84.4,
OK,Oklahoma,31MAY2020,5931,3037,8824,6893,46.3,36.0,56.5,188,108,269,1.5,1.0,1.9,838,220,1457,613,57.7,45.7,69.8,
OK,Oklahoma,01JUN2020,5589,2884,8293,6814,45.1,36.2,53.9,206,93,319,1.7,1.1,2.2,604,258,949,618,49.4,41.7,57.2,
OK,Oklahoma,02JUN2020,5967,3146,8787,6866,46.5,37.6,55.4,206,106,306,1.6,1.1,2.1,630,267,992,619,50.4,43.0,57.9,
OK,Oklahoma,03JUN2020,6698,3053,10343,4695,58.8,51.8,65.8,231,117,345,2.0,1.4,2.7,753,303,1202,555,57.5,47.8,67.3,
OK,Oklahoma,04JUN2020,6926,3880,9972,6439,51.8,38.0,65.6,291,120,463,2.2,1.1,3.2,871,298,1444,406,68.2,58.9,77.5,
OK,Oklahoma,05JUN2020,6323,3213,9432,6703,48.5,39.0,58.0,245,118,373,1.9,1.2,2.6,1006,172,1840,544,64.9,51.0,78.8,
OK,Oklahoma,06JUN2020,6296,3590,9001,6848,47.9,36.4,59.4,252,133,371,1.9,1.2,2.6,890,365,1415,568,61.0,50.5,71.5,
OK,Oklahoma,07JUN2020,6146,3192,9100,7100,46.4,37.2,55.6,230,118,343,1.7,1.2,2.3,950,280,1621,620,60.5,49.4,71.7,
OK,Oklahoma,08JUN2020,6231,3321,9140,6831,47.7,38.7,56.7,213,95,331,1.6,1.0,2.3,961,262,1659,558,63.3,50.3,76.2,
OK,Oklahoma,09JUN2020,6705,3633,9776,5767,53.8,46.0,61.5,200,90,310,1.6,1.0,2.2,1009,309,1710,496,67.1,57.0,77.1,
OK,Oklahoma,10JUN2020,6496,2852,10140,4636,58.4,50.4,66.3,153,45,260,1.4,0.9,1.8,835,230,1439,474,63.8,55.4,72.2,
OK,Oklahoma,11JUN2020,7238,4116,10359,6137,54.1,41.0,67.2,381,158,605,2.9,1.5,4.2,1003,382,1623,440,69.5,59.7,79.3,
OK,Oklahoma,12JUN2020,6612,3375,9850,6331,51.1,41.5,60.7,276,131,421,2.1,1.4,2.9,1012,200,1823,519,66.1,53.9,78.3,
OK,Oklahoma,13JUN2020,6085,3065,9106,6779,47.3,38.1,56.5,233,115,350,1.8,1.2,2.4,1000,186,1813,547,64.6,53.1,76.1,
OK,Oklahoma,14JUN2020,5848,2908,8787,7094,45.2,36.0,54.4,264,132,397,2.0,1.4,2.7,985,187,1784,560,63.8,52.6,75.0,
OK,Oklahoma,15JUN2020,6512,3303,9722,6437,50.3,40.6,60.0,194,81,307,1.5,0.9,2.1,1040,206,1874,514,66.9,55.4,78.4,
OK,Oklahoma,16JUN2020,6893,3558,10228,6082,53.1,43.6,62.7,231,108,354,1.8,1.2,2.4,1055,237,1873,498,67.9,57.7,78.1,
OR,Oregon,01APR2020,4267,36,8498,3029,58.5,48.5,68.4,552,0,1118,7.6,3.3,11.8,756,0,1659,481,61.1,54.4,67.8,
OR,Oregon,02APR2020,3764,7,7520,3526,51.6,43.2,60.1,404,0,824,5.5,2.3,8.7,683,0,1527,548,55.5,48.2,62.7,
OR,Oregon,03APR2020,3608,0,7296,3645,49.7,40.2,59.3,402,8,797,5.5,3.2,7.9,708,0,1547,522,57.5,52.5,62.6,
OR,Oregon,04APR2020,3463,0,7098,3825,47.5,37.1,58.0,445,0,925,6.1,2.6,9.6,695,0,1547,516,57.4,53.2,61.5,
OR,Oregon,05APR2020,3458,0,7013,3851,47.3,38.7,55.9,506,0,1041,6.9,4.0,9.9,626,0,1428,585,51.7,45.7,57.6,
OR,Oregon,06APR2020,3514,0,7182,3753,48.4,38.9,57.8,502,0,1026,6.9,3.8,10.0,661,0,1511,550,54.6,50.1,59.1,
OR,Oregon,07APR2020,3701,0,7576,3586,50.8,41.4,60.2,470,0,970,6.4,3.0,9.8,667,0,1497,548,54.9,48.5,61.3,
OR,Oregon,08APR2020,3787,0,7722,3504,51.9,41.8,62.1,427,0,872,5.9,2.6,9.1,695,0,1541,514,57.5,49.9,65.1,
OR,Oregon,09APR2020,3609,0,7265,3280,52.4,41.6,63.2,299,0,600,4.3,3.1,5.6,649,0,1438,464,58.3,52.5,64.2,
OR,Oregon,10APR2020,3562,676,6447,3208,52.6,42.8,62.4,278,48,507,4.1,2.8,5.4,568,0,1177,415,57.8,48.9,66.7,
OR,Oregon,11APR2020,3371,595,6148,3379,49.9,39.8,60.1,308,66,550,4.6,2.3,6.8,586,0,1225,393,59.9,50.2,69.5,
OR,Oregon,12APR2020,3336,619,6052,3484,48.9,39.2,58.6,308,59,557,4.5,1.7,7.3,563,0,1161,417,57.3,47.1,67.5,
OR,Oregon,13APR2020,3643,554,6733,3899,48.3,39.1,57.5,264,67,460,3.5,2.4,4.6,655,0,1415,586,52.8,43.3,62.2,
OR,Oregon,14APR2020,3617,809,6425,3210,53.0,42.8,63.1,246,76,416,3.6,2.9,4.3,586,0,1216,477,55.1,43.2,67.0,
OR,Oregon,15APR2020,3193,1190,5197,4496,41.5,30.9,52.2,259,82,436,3.4,2.4,4.3,464,70,858,716,39.3,19.8,58.8,
OR,Oregon,16APR2020,3137,1173,5100,4534,40.9,31.3,50.5,279,99,459,3.6,2.6,4.7,477,82,873,714,40.1,21.4,58.7,
OR,Oregon,17APR2020,3136,1195,5077,4471,41.2,31.1,51.3,268,93,442,3.5,2.5,4.5,480,58,902,723,39.9,18.6,61.2,
OR,Oregon,18APR2020,3160,1178,5141,4478,41.4,30.5,52.3,325,128,521,4.2,3.0,5.5,465,54,876,727,39.0,17.8,60.3,
OR,Oregon,19APR2020,2801,1093,4508,4330,39.3,29.3,49.3,292,109,474,4.1,2.6,5.5,433,51,816,676,39.1,16.6,61.5,
OR,Oregon,20APR2020,3033,1117,4950,4612,39.7,29.4,49.9,310,122,499,4.1,2.6,5.5,460,71,849,705,39.5,18.9,60.0,
OR,Oregon,21APR2020,2944,1175,4713,4353,40.3,29.6,51.1,298,121,474,4.1,2.5,5.6,446,72,819,647,40.8,17.8,63.8,
OR,Oregon,22APR2020,2784,1058,4509,4354,39.0,28.4,49.6,237,76,398,3.3,2.2,4.5,405,58,753,634,39.0,18.5,59.6,
OR,Oregon,23APR2020,2868,1070,4666,4287,40.1,28.9,51.2,245,90,399,3.4,2.3,4.6,416,41,791,634,39.6,17.5,61.7,
OR,Oregon,24APR2020,2993,1156,4831,4135,42.0,31.7,52.3,246,86,407,3.5,2.5,4.4,434,77,790,607,41.7,26.4,56.9,
OR,Oregon,25APR2020,2920,1131,4710,4142,41.3,30.7,52.0,256,91,420,3.6,2.5,4.8,431,56,807,610,41.4,22.1,60.7,
OR,Oregon,26APR2020,3439,1219,5659,3730,48.0,36.6,59.3,464,76,852,6.5,2.7,10.2,451,74,827,595,43.1,22.5,63.7,
OR,Oregon,27APR2020,3758,1416,6100,3386,52.6,43.2,62.0,482,83,882,6.8,3.0,10.5,533,119,947,548,49.3,29.3,69.3,
OR,Oregon,28APR2020,4014,1596,6432,3305,54.8,45.2,64.5,433,89,777,5.9,2.8,9.0,524,106,942,592,47.0,25.5,68.4,
OR,Oregon,29APR2020,4010,1637,6383,3286,55.0,46.1,63.9,397,81,714,5.4,2.4,8.4,528,89,968,577,47.8,28.3,67.4,
OR,Oregon,30APR2020,3179,1242,5116,4128,43.5,31.4,55.6,231,92,371,3.2,2.0,4.3,501,76,927,604,45.4,24.0,66.8,
OR,Oregon,01MAY2020,4083,1636,6530,3290,55.4,46.7,64.1,397,102,692,5.4,2.9,7.9,555,107,1003,554,50.0,30.6,69.5,
OR,Oregon,02MAY2020,3635,1444,5827,3655,49.9,40.5,59.2,338,58,617,4.6,2.0,7.3,498,72,924,604,45.2,24.9,65.5,
OR,Oregon,03MAY2020,3123,1197,5048,3706,45.7,29.0,62.4,210,71,349,3.1,1.8,4.3,488,82,895,450,52.1,16.4,87.7,
OR,Oregon,04MAY2020,3112,1196,5029,4156,42.8,30.9,54.8,198,82,313,2.7,2.0,3.5,457,87,826,648,41.3,21.5,61.2,
OR,Oregon,05MAY2020,3193,1255,5131,3796,45.7,33.2,58.2,216,85,347,3.1,2.2,4.0,470,88,852,629,42.8,21.9,63.7,
OR,Oregon,06MAY2020,3405,1137,5674,3042,52.8,40.5,65.1,193,63,322,3.0,2.0,4.0,522,57,988,389,57.3,44.8,69.8,
OR,Oregon,07MAY2020,3769,1386,6153,3191,54.2,39.8,68.5,168,49,287,2.4,1.6,3.3,441,123,759,397,52.6,39.7,65.6,
OR,Oregon,08MAY2020,3456,1330,5582,3379,50.6,37.0,64.1,183,70,296,2.7,1.9,3.4,427,123,731,403,51.5,39.4,63.5,
OR,Oregon,09MAY2020,3531,1387,5675,3516,50.1,39.7,60.5,180,60,299,2.5,1.7,3.4,452,136,769,304,59.8,49.8,69.7,
OR,Oregon,10MAY2020,3905,1441,6369,3598,52.0,44.5,59.6,211,84,338,2.8,1.9,3.7,438,140,737,335,56.7,47.7,65.7,
OR,Oregon,11MAY2020,3862,1415,6309,2314,62.5,55.8,69.2,156,23,289,2.5,1.0,4.1,444,137,750,243,64.7,56.7,72.6,
OR,Oregon,12MAY2020,4819,1883,7755,2192,68.7,59.1,78.4,162,69,254,2.3,1.6,3.0,604,131,1077,268,69.2,63.4,75.1,
OR,Oregon,13MAY2020,4473,1824,7122,2099,68.1,56.7,79.4,160,67,254,2.4,1.7,3.2,487,182,792,210,69.9,60.1,79.7,
OR,Oregon,14MAY2020,4619,1781,7457,2240,67.3,57.3,77.4,152,48,255,2.2,1.4,3.0,484,176,792,274,63.9,54.4,73.3,
OR,Oregon,15MAY2020,4320,1682,6959,2372,64.6,54.3,74.8,123,37,209,1.8,1.1,2.6,473,154,792,261,64.5,56.6,72.3,
OR,Oregon,16MAY2020,4299,1712,6885,2298,65.2,55.6,74.7,135,56,215,2.1,1.4,2.7,508,171,844,226,69.2,60.2,78.1,
OR,Oregon,17MAY2020,4239,1652,6826,2349,64.3,54.8,73.9,133,46,221,2.0,1.4,2.6,483,166,801,256,65.4,56.4,74.4,
OR,Oregon,18MAY2020,4090,1258,6923,2595,61.2,49.7,72.7,97,33,161,1.5,0.8,2.1,472,122,821,295,61.6,50.3,72.8,
OR,Oregon,19MAY2020,4302,886,7718,3057,58.5,47.8,69.1,140,46,235,1.9,1.4,2.5,516,39,992,343,60.1,47.2,72.9,
OR,Oregon,20MAY2020,4544,685,8404,2661,63.1,48.3,77.8,131,36,225,1.8,1.3,2.4,533,64,1001,336,61.3,51.1,71.4,
OR,Oregon,21MAY2020,4477,891,8064,2763,61.8,51.7,71.9,107,31,184,1.5,0.9,2.1,560,32,1088,312,64.2,53.5,74.9,
OR,Oregon,22MAY2020,4465,786,8144,2686,62.4,50.8,74.1,104,22,187,1.5,0.9,2.1,572,27,1117,295,66.0,55.2,76.8,
OR,Oregon,23MAY2020,4305,819,7790,2822,60.4,50.0,70.8,56,21,91,0.8,0.5,1.1,578,11,1144,289,66.7,54.2,79.1,
OR,Oregon,24MAY2020,4116,771,7461,3020,57.7,46.7,68.7,104,26,181,1.5,1.0,1.9,562,29,1095,309,64.5,53.4,75.7,
OR,Oregon,25MAY2020,3932,724,7140,3016,56.6,46.0,67.2,70,19,122,1.0,0.6,1.4,508,27,989,324,61.0,50.5,71.5,
OR,Oregon,26MAY2020,3921,763,7080,2995,56.7,48.4,65.0,83,13,154,1.2,0.6,1.8,513,35,992,334,60.5,49.8,71.3,
OR,Oregon,27MAY2020,4168,730,7606,2739,60.3,50.6,70.0,85,26,144,1.2,0.7,1.8,493,11,975,350,58.5,47.9,69.1,
OR,Oregon,28MAY2020,4762,0,10526,2606,64.6,51.6,77.6,114,5,223,1.5,1.0,2.1,665,0,1630,439,60.3,44.5,76.0,
OR,Oregon,29MAY2020,4285,812,7758,2811,60.4,50.6,70.2,117,11,222,1.6,0.8,2.5,573,43,1103,302,65.5,52.4,78.6,
OR,Oregon,30MAY2020,4328,842,7814,2833,60.4,50.2,70.7,106,17,194,1.5,0.7,2.2,610,16,1205,268,69.5,56.7,82.2,
OR,Oregon,31MAY2020,3799,804,6794,3199,54.3,46.7,61.8,84,21,146,1.2,0.5,1.9,505,28,981,342,59.6,48.6,70.5,
OR,Oregon,01JUN2020,3933,803,7063,3056,56.3,48.0,64.6,66,19,114,0.9,0.5,1.4,503,43,963,344,59.4,48.2,70.6,
OR,Oregon,02JUN2020,4603,597,8608,2418,65.6,50.5,80.6,70,13,126,1.0,0.5,1.5,524,15,1033,347,60.2,47.8,72.6,
OR,Oregon,03JUN2020,4576,643,8508,2537,64.3,48.9,79.8,102,14,190,1.4,0.8,2.1,671,7,1335,444,60.2,50.6,69.8,
OR,Oregon,04JUN2020,4154,702,7607,2898,58.9,48.1,69.7,113,25,200,1.6,1.2,2.0,707,8,1406,404,63.6,53.5,73.8,
OR,Oregon,05JUN2020,4352,864,7839,2859,60.4,50.3,70.4,121,53,189,1.7,1.0,2.4,718,53,1383,424,62.9,55.6,70.2,
OR,Oregon,06JUN2020,4213,1720,6705,3168,57.1,48.2,65.9,142,52,232,1.9,1.4,2.5,605,184,1025,506,54.4,43.2,65.7,
OR,Oregon,07JUN2020,3981,1665,6298,3473,53.4,45.9,61.0,143,60,225,1.9,1.3,2.5,567,183,951,565,50.1,40.2,59.9,
OR,Oregon,08JUN2020,3953,864,7041,3254,54.8,44.8,64.9,128,48,209,1.8,0.9,2.6,641,34,1247,506,55.9,47.2,64.6,
OR,Oregon,09JUN2020,4292,884,7700,2990,58.9,47.9,70.0,149,46,251,2.0,1.1,3.0,700,47,1354,416,62.7,54.2,71.3,
OR,Oregon,10JUN2020,4384,869,7900,2764,61.3,50.7,72.0,136,17,254,1.9,0.9,2.9,709,32,1386,384,64.9,55.9,73.9,
OR,Oregon,11JUN2020,4486,941,8032,2904,60.7,50.2,71.2,152,34,271,2.1,1.4,2.8,760,63,1457,379,66.7,57.3,76.1,
OR,Oregon,12JUN2020,4803,851,8754,2641,64.5,50.4,78.6,122,43,201,1.6,1.1,2.2,718,54,1382,424,62.9,51.3,74.5,
OR,Oregon,13JUN2020,4473,849,8097,2968,60.1,47.9,72.3,153,36,269,2.1,1.5,2.6,724,20,1429,418,63.4,50.5,76.4,
OR,Oregon,14JUN2020,4250,830,7670,3183,57.2,46.0,68.4,165,40,291,2.2,1.5,3.0,681,35,1327,456,59.9,48.8,71.0,
OR,Oregon,15JUN2020,4282,855,7708,3124,57.8,47.0,68.6,149,42,255,2.0,1.6,2.4,687,22,1352,446,60.6,46.6,74.6,
OR,Oregon,16JUN2020,4659,949,8370,2757,62.8,51.9,73.8,165,40,290,2.2,1.5,2.9,783,33,1533,361,68.5,53.5,83.4,
PA,Pennsylvania,01APR2020,21953,15728,28177,19928,52.4,48.2,56.6,2438,1504,3371,5.8,4.0,7.6,3501,2006,4995,2434,59.0,52.2,65.8,
PA,Pennsylvania,02APR2020,22494,15831,29157,20005,52.9,48.8,57.0,2365,1421,3308,5.6,3.7,7.5,3431,2027,4835,2086,62.2,55.0,69.4,
PA,Pennsylvania,03APR2020,20672,15209,26136,19716,51.2,47.5,54.9,2553,1670,3436,6.3,4.5,8.1,3239,1925,4554,2298,58.5,52.1,64.9,
PA,Pennsylvania,04APR2020,20415,14997,25832,19515,51.1,47.4,54.8,2748,1819,3677,6.9,5.0,8.8,3438,2078,4797,2226,60.7,54.2,67.2,
PA,Pennsylvania,05APR2020,21193,15481,26905,18588,53.3,49.1,57.4,2863,1900,3826,7.2,5.3,9.1,3416,2072,4760,2288,59.9,53.4,66.4,
PA,Pennsylvania,06APR2020,21355,15711,27000,18828,53.1,49.3,57.0,3087,2082,4091,7.7,5.7,9.7,3404,2072,4735,2239,60.3,53.8,66.9,
PA,Pennsylvania,07APR2020,22248,16452,28044,18077,55.2,51.2,59.2,3115,2113,4117,7.7,5.7,9.8,3294,1981,4607,2273,59.2,52.5,65.8,
PA,Pennsylvania,08APR2020,22052,16389,27716,18039,55.0,51.1,58.9,3069,2047,4091,7.7,5.6,9.8,3427,2097,4757,2147,61.5,54.7,68.2,
PA,Pennsylvania,09APR2020,21332,16104,26561,17726,54.6,51.5,57.8,3236,2116,4355,8.3,5.9,10.7,3369,2094,4643,2047,62.2,55.9,68.5,
PA,Pennsylvania,10APR2020,20995,15872,26118,18013,53.8,50.7,57.0,3279,2117,4442,8.4,5.9,10.9,3256,2042,4469,2123,60.5,54.1,67.0,
PA,Pennsylvania,11APR2020,20333,15302,25363,18702,52.1,48.9,55.3,3006,1971,4040,7.7,5.5,9.9,3193,1986,4400,2155,59.7,53.3,66.1,
PA,Pennsylvania,12APR2020,20980,15779,26181,18608,53.0,49.4,56.6,3242,2127,4358,8.2,5.9,10.5,3198,2005,4390,2199,59.3,52.0,66.5,
PA,Pennsylvania,13APR2020,20684,16026,25341,18197,53.2,49.9,56.5,3340,2246,4434,8.6,6.4,10.8,3038,2094,3982,2151,58.5,53.1,64.0,
PA,Pennsylvania,14APR2020,21336,16553,26119,17857,54.4,51.1,57.8,3589,2353,4824,9.2,6.6,11.7,3181,2191,4171,2046,60.9,55.4,66.3,
PA,Pennsylvania,15APR2020,22008,17097,26919,17043,56.4,53.1,59.6,3653,2395,4911,9.4,6.7,12.0,3245,2237,4253,1995,61.9,56.2,67.6,
PA,Pennsylvania,16APR2020,21862,16980,26745,16978,56.3,52.9,59.7,3568,2350,4786,9.2,6.7,11.7,3122,2164,4080,2098,59.8,54.0,65.6,
PA,Pennsylvania,17APR2020,21542,16721,26364,17117,55.7,52.2,59.2,3487,2327,4648,9.0,6.7,11.4,3114,2137,4092,2083,59.9,53.8,66.0,
PA,Pennsylvania,18APR2020,21377,16564,26189,17224,55.4,51.8,59.0,3406,2271,4540,8.8,6.5,11.1,3120,2137,4103,2064,60.2,54.3,66.1,
PA,Pennsylvania,19APR2020,21422,16563,26281,17158,55.5,51.7,59.3,3680,2484,4876,9.5,7.1,11.9,3182,2195,4170,2045,60.9,55.2,66.6,
PA,Pennsylvania,20APR2020,22296,16870,27721,15895,58.4,54.2,62.5,4050,2698,5401,10.6,8.0,13.2,3093,2080,4107,1972,61.1,55.2,66.9,
PA,Pennsylvania,21APR2020,22228,16163,28293,14864,59.9,55.2,64.7,4610,2887,6332,12.4,9.1,15.8,2970,1842,4097,1720,63.3,56.8,69.9,
PA,Pennsylvania,22APR2020,21970,15753,28188,14856,59.7,55.0,64.3,4128,2596,5660,11.2,8.3,14.1,2944,1768,4120,1737,62.9,56.1,69.7,
PA,Pennsylvania,23APR2020,22001,15278,28725,15224,59.1,53.4,64.8,4365,2647,6082,11.7,8.6,14.8,2957,1655,4260,1693,63.6,56.3,70.9,
PA,Pennsylvania,24APR2020,21553,14981,28124,15548,58.1,53.2,63.0,4378,2679,6076,11.8,8.7,14.9,3010,1693,4326,1672,64.3,57.7,70.9,
PA,Pennsylvania,25APR2020,21015,14676,27353,15972,56.8,51.3,62.4,4354,2683,6025,11.8,8.8,14.7,3058,1714,4403,1658,64.8,57.0,72.7,
PA,Pennsylvania,26APR2020,21672,15210,28134,15467,58.4,53.3,63.4,4597,2807,6387,12.4,9.0,15.8,3041,1713,4369,1669,64.6,57.3,71.8,
PA,Pennsylvania,27APR2020,24226,16698,31754,14912,61.9,56.7,67.1,4735,2947,6523,12.1,8.9,15.2,3374,1837,4911,2069,62.0,53.1,70.9,
PA,Pennsylvania,28APR2020,23837,16739,30936,15516,60.6,55.7,65.4,4676,2930,6422,11.9,8.8,15.0,3207,1871,4543,1916,62.6,55.3,69.9,
PA,Pennsylvania,29APR2020,23713,16673,30754,15408,60.6,55.5,65.7,4658,2923,6392,11.9,8.9,14.9,3254,1901,4607,1849,63.8,56.0,71.5,
PA,Pennsylvania,30APR2020,23591,16557,30624,15318,60.6,55.6,65.7,4466,2836,6097,11.5,8.6,14.3,3145,1835,4454,1945,61.8,54.5,69.0,
PA,Pennsylvania,01MAY2020,23181,16221,30141,15362,60.1,55.1,65.2,4433,2838,6027,11.5,8.7,14.3,3222,1881,4564,1865,63.3,56.3,70.4,
PA,Pennsylvania,02MAY2020,22803,15932,29674,15925,58.9,54.3,63.5,4553,2854,6252,11.8,8.8,14.7,3056,1755,4356,2047,59.9,52.1,67.7,
PA,Pennsylvania,03MAY2020,22822,16057,29586,15721,59.2,54.8,63.6,4462,2818,6106,11.6,8.7,14.4,3079,1784,4373,1977,60.9,53.9,67.9,
PA,Pennsylvania,04MAY2020,23606,16509,30703,14701,61.6,56.9,66.3,4498,2881,6114,11.7,9.0,14.5,3160,1819,4501,1955,61.8,54.7,68.9,
PA,Pennsylvania,05MAY2020,23839,16817,30861,14329,62.5,57.8,67.1,4306,2769,5844,11.3,8.6,13.9,3215,1919,4510,1841,63.6,57.0,70.2,
PA,Pennsylvania,06MAY2020,24011,16952,31069,13949,63.3,58.4,68.1,4098,2629,5567,10.8,8.2,13.4,3191,1876,4507,1791,64.1,57.6,70.5,
PA,Pennsylvania,07MAY2020,24105,16848,31363,14756,62.0,57.6,66.4,4333,2752,5914,11.1,8.5,13.8,3279,1906,4653,1874,63.6,57.3,69.9,
PA,Pennsylvania,08MAY2020,23910,16879,30940,14376,62.5,57.8,67.1,3825,2471,5179,10.0,7.7,12.3,3109,1810,4408,1884,62.3,56.0,68.5,
PA,Pennsylvania,09MAY2020,23898,16714,31081,15373,60.9,56.2,65.5,3910,2424,5395,10.0,7.4,12.5,3031,1779,4284,2189,58.1,52.3,63.8,
PA,Pennsylvania,10MAY2020,23260,16406,30115,15387,60.2,55.0,65.3,3911,2448,5375,10.1,7.6,12.7,3071,1750,4392,2129,59.1,51.4,66.7,
PA,Pennsylvania,11MAY2020,23892,16728,31057,14855,61.7,57.0,66.3,3668,2291,5045,9.5,7.1,11.8,3219,1839,4598,1990,61.8,55.0,68.6,
PA,Pennsylvania,12MAY2020,25480,17944,33015,14505,63.7,59.3,68.1,3902,2541,5263,9.8,7.7,11.8,3382,1949,4816,2084,61.9,54.8,69.0,
PA,Pennsylvania,13MAY2020,25064,17545,32583,14093,64.0,59.1,68.9,3482,2237,4727,8.9,7.0,10.8,3155,1814,4496,2101,60.0,52.4,67.7,
PA,Pennsylvania,14MAY2020,24932,17310,32554,14452,63.3,58.9,67.7,3298,2120,4476,8.4,6.5,10.2,3187,1822,4553,2000,61.4,54.7,68.2,
PA,Pennsylvania,15MAY2020,24041,16596,31485,14893,61.7,56.4,67.1,3154,2002,4306,8.1,6.3,9.9,3139,1791,4487,2076,60.2,53.4,66.9,
PA,Pennsylvania,16MAY2020,23222,16088,30357,15388,60.1,54.7,65.6,3103,1979,4227,8.0,6.3,9.8,3087,1757,4416,2054,60.0,52.8,67.3,
PA,Pennsylvania,17MAY2020,23865,16043,31688,15274,61.0,55.5,66.4,3280,2034,4527,8.4,6.4,10.3,3155,1698,4611,2123,59.8,52.2,67.4,
PA,Pennsylvania,18MAY2020,25009,16998,33020,14400,63.5,59.0,68.0,3261,2058,4465,8.3,6.4,10.2,3277,1796,4758,2017,61.9,54.4,69.4,
PA,Pennsylvania,19MAY2020,25374,17096,33651,14176,64.2,58.9,69.4,3194,1994,4395,8.1,6.3,9.9,3340,1799,4881,2003,62.5,54.2,70.8,
PA,Pennsylvania,20MAY2020,25642,17120,34164,13893,64.9,59.5,70.2,3011,1894,4129,7.6,6.0,9.3,3361,1817,4905,1990,62.8,55.6,70.1,
