state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InpatBeds_Occ_AnyPat_LoCI,InpatBeds_Occ_AnyPat_UpCI,InpatBeds_Occ_AnyPat_Est_Avail,InBedsOccAnyPat__Numbeds_Est,InBedsOccAnyPat__Numbeds_LoCI,InBedsOccAnyPat__Numbeds_UpCI,InpatBeds_Occ_COVID_Est,InpatBeds_Occ_COVID_LoCI,InpatBeds_Occ_COVID_UpCI,InBedsOccCOVID__Numbeds_Est,InBedsOccCOVID__Numbeds_LoCI,InBedsOccCOVID__Numbeds_UpCI,ICUBeds_Occ_AnyPat_Est,ICUBeds_Occ_AnyPat_LoCI,ICUBeds_Occ_AnyPat_UpCI,ICUBeds_Occ_AnyPat_Est_Avail,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,Notes
Two-letter state abbreviation,State name,Day for which estimate is made,"Hospital inpatient bed occupancy, estimate","Hospital inpatient bed occupancy, lower 95% CI","Hospital inpatient bed occupancy, upper 95% CI","Hospital inpatient beds available, estimate","Hospital inpatient bed occupancy, percent estimate (percent of inpatient beds)","Hospital inpatient bed occupancy, lower 95% CI (percent of inpatient beds)","Hospital inpatient bed occupancy, upper 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19,  estimate","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, percent estimate (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, lower 95% CI (percent of inpatient beds)","Number of patients in an inpatient care location who have suspected or confirmed COVID-19, upper 95% CI (percent of inpatient beds)","ICU bed occupancy, estimate","ICU bed occupancy, lower 95% CI","ICU bed occupancy, upper 95% CI","ICU beds available, estimate","ICU bed occupancy, percent estimate (percent of ICU beds)","ICU bed occupancy, lower 95% CI (percent of ICU beds)","ICU bed occupancy, upper 95% CI (percent of ICU beds)",This file contains National and State representative estimates from the CDC National Healthcare Safety Network (NHSN).
PA,Pennsylvania,21MAY2020,25616,17024,34209,13987,64.7,59.4,70.0,2810,1724,3897,7.1,5.5,8.7,3368,1835,4901,1972,63.1,56.0,70.1,
PA,Pennsylvania,22MAY2020,24686,16510,32862,14867,62.4,56.7,68.1,2739,1703,3775,6.9,5.3,8.5,3358,1813,4904,1988,62.8,55.4,70.3,
PA,Pennsylvania,23MAY2020,23466,15574,31358,15568,60.1,53.9,66.4,2559,1598,3520,6.6,5.0,8.1,3092,1645,4538,2179,58.7,51.0,66.4,
PA,Pennsylvania,24MAY2020,23712,15138,32287,15945,59.8,54.6,65.0,2792,1611,3974,7.0,5.3,8.7,3146,1516,4776,2031,60.8,53.1,68.5,
PA,Pennsylvania,25MAY2020,24826,14270,35382,16754,59.7,54.7,64.7,2772,1461,4084,6.7,5.0,8.4,3619,1297,5942,2511,59.0,47.9,70.2,
PA,Pennsylvania,26MAY2020,25614,14422,36806,16383,61.0,55.0,66.9,2795,1454,4137,6.7,4.9,8.4,3725,1347,6104,2405,60.8,48.5,73.1,
PA,Pennsylvania,27MAY2020,27396,15580,39213,14551,65.3,59.8,70.9,2914,1527,4301,6.9,5.2,8.7,3969,1344,6594,2208,64.3,47.5,81.0,
PA,Pennsylvania,28MAY2020,27751,14939,40563,13820,66.8,61.6,71.9,2911,1589,4232,7.0,5.4,8.6,4329,1584,7073,2612,62.4,51.7,73.1,
PA,Pennsylvania,29MAY2020,27138,14942,39335,14598,65.0,58.4,71.6,2411,1252,3570,5.8,4.5,7.1,3443,1263,5622,2176,61.3,51.0,71.6,
PA,Pennsylvania,30MAY2020,25439,15340,35538,14843,63.2,57.4,68.9,2471,1379,3562,6.1,4.6,7.7,3215,1378,5052,2005,61.6,52.1,71.1,
PA,Pennsylvania,31MAY2020,24492,14564,34419,15498,61.2,54.9,67.6,2379,1300,3459,6.0,4.4,7.5,2732,999,4465,2010,57.6,47.4,67.8,
PA,Pennsylvania,01JUN2020,26316,16043,36589,15103,63.5,58.1,69.0,2378,1301,3455,5.7,4.2,7.3,2927,1222,4632,2083,58.4,49.9,66.9,
PA,Pennsylvania,02JUN2020,26938,14984,38892,14171,65.5,59.2,71.8,2225,1179,3272,5.4,4.1,6.8,3240,1208,5272,1956,62.4,55.0,69.7,
PA,Pennsylvania,03JUN2020,28261,14048,42473,13360,67.9,61.5,74.3,2180,1035,3326,5.2,3.9,6.6,3425,1051,5799,2071,62.3,53.9,70.8,
PA,Pennsylvania,04JUN2020,24901,12885,36917,14779,62.8,56.2,69.3,2045,842,3248,5.2,3.7,6.6,2681,771,4591,2192,55.0,43.1,67.0,
PA,Pennsylvania,05JUN2020,25419,10222,40616,16131,61.2,53.6,68.7,2262,713,3810,5.4,3.9,7.0,3368,563,6173,2078,61.8,50.9,72.7,
PA,Pennsylvania,06JUN2020,24143,12505,35781,14860,61.9,54.5,69.3,2374,1025,3722,6.1,4.2,8.0,3085,1034,5137,2044,60.2,51.2,69.1,
PA,Pennsylvania,07JUN2020,24491,13406,35577,15641,61.0,54.2,67.9,2140,1104,3176,5.3,4.0,6.7,3087,1235,4940,2081,59.7,48.1,71.4,
PA,Pennsylvania,08JUN2020,25705,13004,38407,15679,62.1,56.1,68.1,2382,881,3883,5.8,3.7,7.9,3019,967,5072,1933,61.0,45.7,76.2,
PA,Pennsylvania,09JUN2020,26176,14552,37799,13820,65.4,60.3,70.6,2188,956,3420,5.5,3.8,7.2,3099,1289,4908,1695,64.6,53.2,76.1,
PA,Pennsylvania,10JUN2020,25683,13241,38125,13886,64.9,60.0,69.8,2393,1043,3743,6.0,4.5,7.6,3634,1116,6152,1887,65.8,53.7,77.9,
PA,Pennsylvania,11JUN2020,26116,13109,39123,10922,70.5,62.7,78.3,2213,1023,3403,6.0,4.5,7.5,3942,1437,6447,1800,68.7,57.4,79.9,
PA,Pennsylvania,12JUN2020,27833,14212,41455,12133,69.6,61.8,77.5,2051,1001,3102,5.1,3.8,6.5,4148,1447,6848,2238,65.0,55.7,74.3,
PA,Pennsylvania,13JUN2020,27104,14087,40121,12659,68.2,61.0,75.4,1929,960,2899,4.9,3.6,6.1,4168,1476,6859,2306,64.4,55.2,73.5,
PA,Pennsylvania,14JUN2020,26531,13858,39204,13118,66.9,60.2,73.7,1825,893,2756,4.6,3.3,5.9,3832,1272,6391,2486,60.6,51.3,70.0,
PA,Pennsylvania,15JUN2020,26588,13860,39316,13146,66.9,60.9,72.9,1810,877,2742,4.6,3.2,5.9,3829,1293,6365,2544,60.1,50.7,69.5,
PA,Pennsylvania,16JUN2020,28077,14561,41593,12174,69.8,63.6,75.9,1857,937,2777,4.6,3.3,5.9,4083,1426,6740,2271,64.3,55.7,72.9,
PR,Puerto Rico,01APR2020,1709,268,3150,2980,36.5,22.0,50.9,87,0,189,1.9,0.0,3.7,230,40,420,244,48.6,33.0,64.2,
PR,Puerto Rico,02APR2020,2232,305,4159,4530,33.0,26.9,39.1,156,0,366,2.3,0.6,4.0,300,57,542,300,50.0,35.2,64.7,
PR,Puerto Rico,03APR2020,2361,68,4653,4594,33.9,28.4,39.5,163,0,344,2.3,1.1,3.6,305,34,576,219,58.3,42.8,73.8,
PR,Puerto Rico,04APR2020,2147,92,4201,4783,31.0,25.6,36.3,155,0,346,2.2,0.8,3.7,252,32,471,272,48.0,33.8,62.3,
PR,Puerto Rico,05APR2020,2106,125,4088,3318,38.8,24.6,53.1,161,0,371,3.0,0.0,6.2,262,30,495,261,50.1,37.2,62.9,
PR,Puerto Rico,06APR2020,2127,130,4124,4797,30.7,25.4,36.0,170,0,372,2.5,1.0,3.9,300,24,575,224,57.2,47.8,66.6,
PR,Puerto Rico,07APR2020,2171,120,4222,4788,31.2,26.0,36.4,144,0,346,2.1,0.2,3.9,289,20,558,235,55.2,44.7,65.7,
PR,Puerto Rico,08APR2020,2311,42,4579,4639,33.2,25.4,41.1,154,0,369,2.2,0.3,4.1,294,22,566,230,56.2,44.4,67.9,
PR,Puerto Rico,09APR2020,2236,0,4485,4699,32.2,24.5,40.0,168,0,379,2.4,0.8,4.0,282,31,533,242,53.9,38.8,69.0,
PR,Puerto Rico,10APR2020,2066,56,4075,4874,29.8,24.6,35.0,180,0,408,2.6,0.9,4.3,256,20,492,268,48.9,40.5,57.3,
PR,Puerto Rico,11APR2020,1964,68,3860,4995,28.2,23.3,33.1,173,0,399,2.5,0.7,4.2,253,17,488,271,48.2,35.9,60.5,
PR,Puerto Rico,12APR2020,1948,110,3785,4997,28.0,24.0,32.1,152,0,365,2.2,0.4,4.0,265,0,534,259,50.5,36.1,64.9,
PR,Puerto Rico,13APR2020,2217,240,4194,4477,33.1,24.9,41.3,160,0,374,2.4,0.6,4.2,292,19,566,215,57.6,44.6,70.7,
PR,Puerto Rico,14APR2020,2312,183,4442,4302,35.0,29.0,41.0,171,0,403,2.6,0.4,4.8,296,10,582,211,58.4,45.6,71.1,
PR,Puerto Rico,15APR2020,2436,172,4699,4163,36.9,29.5,44.3,180,0,414,2.7,0.5,4.9,307,17,597,200,60.6,49.7,71.4,
PR,Puerto Rico,16APR2020,2509,201,4818,4100,38.0,32.1,43.9,208,0,484,3.1,0.6,5.7,307,21,593,200,60.6,48.6,72.5,
PR,Puerto Rico,17APR2020,2586,184,4987,4008,39.2,33.4,45.0,219,0,518,3.3,0.3,6.3,319,19,619,189,62.8,47.3,78.4,
PR,Puerto Rico,18APR2020,2585,220,4951,3994,39.3,33.7,44.9,236,0,530,3.6,1.0,6.2,318,19,618,189,62.7,53.0,72.5,
PR,Puerto Rico,19APR2020,2485,212,4758,4094,37.8,31.6,44.0,230,0,496,3.5,1.8,5.2,311,6,616,196,61.3,48.4,74.2,
PR,Puerto Rico,20APR2020,2661,167,5154,3928,40.4,33.2,47.5,219,0,470,3.3,1.4,5.3,308,19,598,199,60.8,47.7,73.9,
PR,Puerto Rico,21APR2020,2600,109,5090,3752,40.9,35.7,46.1,258,0,581,4.1,1.5,6.6,283,0,566,181,60.9,50.3,71.5,
PR,Puerto Rico,22APR2020,2653,0,5332,3706,41.7,34.7,48.7,200,0,456,3.1,1.0,5.3,264,0,539,177,59.9,47.8,72.1,
PR,Puerto Rico,23APR2020,2728,2,5453,3626,42.9,35.2,50.7,171,0,375,2.7,1.3,4.0,268,0,536,176,60.4,42.7,78.2,
PR,Puerto Rico,24APR2020,2550,99,5001,3824,40.0,35.2,44.8,161,0,332,2.5,2.0,3.1,252,10,494,204,55.3,40.0,70.5,
PR,Puerto Rico,25APR2020,2406,84,4728,3601,40.0,33.3,46.8,96,0,193,1.6,1.1,2.1,278,9,546,197,58.5,42.7,74.3,
PR,Puerto Rico,26APR2020,2402,75,4729,3952,37.8,31.7,43.9,95,0,200,1.5,1.2,1.8,284,14,554,191,59.8,44.0,75.6,
PR,Puerto Rico,27APR2020,2464,36,4892,3975,38.3,32.0,44.5,98,0,213,1.5,1.0,2.0,311,0,630,160,66.0,42.1,90.0,
PR,Puerto Rico,28APR2020,2871,131,5611,3805,43.0,35.6,50.4,153,0,307,2.3,1.9,2.6,358,13,703,177,66.8,44.6,89.1,
PR,Puerto Rico,29APR2020,3139,100,6178,3517,47.2,39.1,55.2,153,6,300,2.3,1.7,2.9,364,14,715,166,68.8,48.7,88.9,
PR,Puerto Rico,30APR2020,3229,143,6316,3432,48.5,40.7,56.2,138,1,275,2.1,1.5,2.6,327,9,645,208,61.1,41.7,80.6,
PR,Puerto Rico,01MAY2020,3136,117,6155,3521,47.1,39.0,55.2,125,0,257,1.9,1.3,2.4,359,15,702,176,67.0,44.8,89.3,
PR,Puerto Rico,02MAY2020,2793,201,5384,3869,41.9,35.1,48.8,92,0,190,1.4,0.9,1.8,311,6,616,224,58.1,32.4,83.9,
PR,Puerto Rico,03MAY2020,2704,182,5225,3958,40.6,34.1,47.1,98,0,198,1.5,1.3,1.6,320,15,625,215,59.7,28.5,91.0,
PR,Puerto Rico,04MAY2020,2868,175,5562,3748,43.4,36.6,50.1,66,2,130,1.0,0.7,1.3,319,12,626,216,59.6,32.0,87.3,
PR,Puerto Rico,05MAY2020,3139,129,6150,3510,47.2,39.8,54.6,114,2,226,1.7,1.5,1.9,308,15,600,227,57.5,37.4,77.7,
PR,Puerto Rico,06MAY2020,3150,198,6101,3482,47.5,40.4,54.6,122,0,247,1.8,1.5,2.1,338,19,658,197,63.2,39.1,87.4,
PR,Puerto Rico,07MAY2020,3110,194,6027,3519,46.9,39.4,54.4,169,0,369,2.5,1.4,3.7,334,16,653,201,62.5,43.2,81.7,
PR,Puerto Rico,08MAY2020,3202,107,6296,3464,48.0,39.5,56.6,127,0,264,1.9,1.0,2.8,325,10,640,210,60.8,40.0,81.5,
PR,Puerto Rico,09MAY2020,3134,171,6098,3550,46.9,39.7,54.1,127,0,259,1.9,1.2,2.6,351,1,701,184,65.6,47.3,84.0,
PR,Puerto Rico,10MAY2020,3053,140,5967,3627,45.7,38.9,52.6,115,7,223,1.7,1.3,2.2,356,0,717,179,66.5,47.1,85.9,
PR,Puerto Rico,11MAY2020,3110,132,6087,3572,46.5,39.6,53.4,84,6,162,1.3,0.8,1.7,373,0,754,162,69.8,51.8,87.7,
PR,Puerto Rico,12MAY2020,3394,149,6640,3270,50.9,43.1,58.8,95,5,185,1.4,1.0,1.8,363,0,735,172,67.9,47.3,88.5,
PR,Puerto Rico,13MAY2020,3663,90,7236,3008,54.9,47.1,62.7,88,0,180,1.3,1.0,1.6,356,0,712,179,66.6,47.0,86.2,
PR,Puerto Rico,14MAY2020,3685,56,7315,2965,55.4,47.4,63.4,70,0,140,1.1,0.6,1.5,364,2,727,171,68.1,50.2,86.0,
PR,Puerto Rico,15MAY2020,3698,74,7322,2992,55.3,47.4,63.2,62,4,120,0.9,0.5,1.4,390,0,780,145,72.9,54.5,91.2,
PR,Puerto Rico,16MAY2020,3443,52,6833,3252,51.4,43.9,59.0,66,3,129,1.0,0.2,1.7,395,0,789,140,73.8,59.6,88.0,
PR,Puerto Rico,17MAY2020,3298,119,6478,3395,49.3,43.9,54.7,51,0,104,0.8,0.3,1.2,367,0,744,168,68.6,54.3,82.9,
PR,Puerto Rico,18MAY2020,3401,136,6666,3274,51.0,44.7,57.2,72,5,139,1.1,0.8,1.4,300,12,589,235,56.1,38.3,74.0,
PR,Puerto Rico,19MAY2020,3507,173,6841,3168,52.5,46.5,58.6,103,1,205,1.5,0.9,2.2,386,0,777,149,72.2,56.6,87.9,
PR,Puerto Rico,20MAY2020,3529,193,6864,3166,52.7,45.3,60.1,106,1,211,1.6,1.2,2.0,417,0,844,118,78.0,61.8,94.2,
PR,Puerto Rico,21MAY2020,3544,199,6888,3157,52.9,45.8,60.0,74,0,149,1.1,0.7,1.5,412,0,830,123,77.1,60.4,93.7,
PR,Puerto Rico,22MAY2020,3654,186,7122,3036,54.6,48.2,61.0,83,0,177,1.2,0.3,2.1,395,0,807,140,73.9,57.5,90.2,
PR,Puerto Rico,23MAY2020,3546,150,6941,3144,53.0,44.9,61.1,90,11,169,1.3,0.7,2.0,392,0,785,143,73.2,58.5,87.9,
PR,Puerto Rico,24MAY2020,3368,153,6582,3320,50.4,42.5,58.2,87,6,168,1.3,1.0,1.6,394,0,794,141,73.6,56.9,90.2,
PR,Puerto Rico,25MAY2020,3290,22,6557,3134,51.2,43.1,59.3,120,0,259,1.9,0.9,2.8,351,0,718,120,74.5,60.3,88.6,
PR,Puerto Rico,26MAY2020,3454,0,6949,2989,53.6,42.8,64.4,117,0,253,1.8,0.7,2.9,348,0,711,123,74.0,61.8,86.1,
PR,Puerto Rico,27MAY2020,3689,0,7456,2735,57.4,48.9,66.0,110,0,223,1.7,1.6,1.9,369,0,745,102,78.4,61.0,95.8,
PR,Puerto Rico,28MAY2020,3901,0,7882,3003,56.5,44.7,68.3,168,0,382,2.4,0.5,4.3,386,14,758,165,70.1,49.5,90.6,
PR,Puerto Rico,29MAY2020,3935,39,7830,2707,59.2,48.5,70.0,142,0,350,2.1,0.1,4.2,415,11,819,120,77.5,59.7,95.4,
PR,Puerto Rico,30MAY2020,3798,27,7569,2878,56.9,45.5,68.2,136,0,313,2.0,0.8,3.3,399,0,817,136,74.5,57.7,91.4,
PR,Puerto Rico,31MAY2020,3532,0,7166,2882,55.1,45.7,64.4,149,0,342,2.3,0.9,3.7,367,0,769,104,78.0,62.2,93.7,
PR,Puerto Rico,01JUN2020,3636,0,7382,2783,56.6,47.9,65.4,144,0,339,2.2,0.5,4.0,387,0,808,209,64.9,40.1,89.6,
PR,Puerto Rico,02JUN2020,3745,0,7499,2659,58.5,51.8,65.2,98,0,212,1.5,1.0,2.1,389,0,805,207,65.2,41.2,89.2,
PR,Puerto Rico,03JUN2020,3848,0,7767,2546,60.2,51.2,69.1,112,0,260,1.8,0.5,3.0,406,0,846,190,68.2,46.4,90.0,
PR,Puerto Rico,04JUN2020,3576,0,7240,2833,55.8,48.0,63.6,94,0,225,1.5,0.3,2.6,415,0,879,176,70.2,57.7,82.6,
PR,Puerto Rico,05JUN2020,3874,0,7751,2783,58.2,50.5,65.9,84,0,185,1.3,0.5,2.0,472,0,987,308,60.5,40.8,80.2,
PR,Puerto Rico,06JUN2020,3704,73,7334,2959,55.6,49.8,61.3,89,0,184,1.3,0.9,1.8,398,0,811,382,51.0,40.3,61.7,
PR,Puerto Rico,07JUN2020,2422,0,4963,2274,51.6,44.2,58.9,52,0,106,1.1,0.7,1.5,285,0,615,292,49.5,37.8,61.1,
PR,Puerto Rico,08JUN2020,3524,134,6914,3285,51.8,46.5,57.0,110,0,221,1.6,1.0,2.2,481,0,970,312,60.7,41.1,80.4,
PR,Puerto Rico,09JUN2020,3846,147,7544,2975,56.4,51.2,61.6,127,0,274,1.9,1.0,2.7,493,0,1011,300,62.2,35.4,89.0,
PR,Puerto Rico,10JUN2020,4029,0,8313,2673,60.1,54.7,65.6,121,0,267,1.8,0.9,2.7,494,0,1046,323,60.5,51.8,69.1,
PR,Puerto Rico,11JUN2020,3899,66,7732,2925,57.1,50.9,63.4,112,7,217,1.6,1.3,2.0,487,0,996,326,59.9,50.8,69.0,
PR,Puerto Rico,12JUN2020,4050,48,8052,2778,59.3,51.9,66.8,141,0,287,2.1,1.5,2.7,498,0,1005,316,61.2,49.4,73.0,
PR,Puerto Rico,13JUN2020,3610,133,7087,3198,53.0,46.5,59.5,130,0,260,1.9,1.3,2.5,471,0,947,322,59.4,48.2,70.6,
PR,Puerto Rico,14JUN2020,3682,190,7174,3116,54.2,49.1,59.3,122,0,247,1.8,1.0,2.6,482,0,973,312,60.7,49.6,71.8,
PR,Puerto Rico,15JUN2020,3664,202,7126,3159,53.7,48.5,58.9,104,0,224,1.5,1.0,2.0,485,0,978,328,59.7,47.3,72.0,
PR,Puerto Rico,16JUN2020,3814,201,7428,3014,55.9,49.6,62.1,106,0,237,1.5,0.7,2.4,477,0,979,336,58.7,38.5,78.9,
RI,Rhode Island,01APR2020,1098,0,2215,712,60.7,55.9,65.4,156,0,333,8.6,5.0,12.2,81,0,170,55,59.6,48.2,71.1,
RI,Rhode Island,02APR2020,1123,0,2276,671,62.6,57.7,67.5,179,0,384,10.0,5.8,14.2,93,0,197,45,67.4,54.1,80.7,
RI,Rhode Island,03APR2020,1182,57,2307,649,64.6,57.8,71.3,213,0,449,11.6,7.2,16.1,93,0,189,49,65.6,53.2,78.0,
RI,Rhode Island,04APR2020,1088,50,2125,724,60.0,51.5,68.6,225,5,444,12.4,9.2,15.6,95,0,192,63,60.3,43.9,76.8,
RI,Rhode Island,05APR2020,1092,51,2133,719,60.3,51.7,68.9,240,11,469,13.3,10.5,16.0,98,2,193,48,67.0,53.9,80.1,
RI,Rhode Island,06APR2020,1162,80,2243,660,63.8,55.6,71.9,324,1,647,17.8,13.0,22.6,99,0,200,59,62.9,52.0,73.7,
RI,Rhode Island,07APR2020,1197,89,2305,637,65.3,57.4,73.2,315,9,621,17.2,13.7,20.7,106,1,210,52,67.0,53.6,80.3,
RI,Rhode Island,08APR2020,1192,90,2295,627,65.5,57.5,73.6,289,4,574,15.9,12.9,18.9,99,0,200,57,63.6,49.4,77.8,
RI,Rhode Island,09APR2020,1193,107,2279,660,64.4,55.6,73.2,304,3,605,16.4,12.5,20.3,98,0,196,45,68.4,57.7,79.2,
RI,Rhode Island,10APR2020,1159,98,2220,690,62.7,54.0,71.4,341,0,692,18.4,14.2,22.7,91,4,178,65,58.5,52.4,64.6,
RI,Rhode Island,11APR2020,1144,151,2137,677,62.8,54.6,71.1,326,27,625,17.9,13.1,22.7,109,13,204,49,69.1,59.1,79.1,
RI,Rhode Island,12APR2020,1193,160,2226,650,64.7,56.9,72.6,321,46,595,17.4,12.3,22.5,97,6,187,60,61.7,49.3,74.0,
RI,Rhode Island,13APR2020,1285,206,2365,668,65.8,56.4,75.1,426,32,819,21.8,16.4,27.2,111,15,208,67,62.4,48.1,76.8,
RI,Rhode Island,14APR2020,1273,211,2334,691,64.8,56.8,72.8,462,51,873,23.5,16.7,30.3,119,13,225,57,67.8,47.1,88.5,
RI,Rhode Island,15APR2020,1318,220,2415,637,67.4,59.8,74.9,413,21,805,21.1,15.8,26.5,120,15,225,59,67.0,53.5,80.6,
RI,Rhode Island,16APR2020,1464,324,2604,618,70.3,61.5,79.1,390,10,769,18.7,12.2,25.2,183,20,345,72,71.8,62.0,81.6,
RI,Rhode Island,17APR2020,1420,325,2516,625,69.5,59.2,79.7,399,17,781,19.5,13.1,25.9,168,13,323,85,66.4,51.3,81.5,
RI,Rhode Island,18APR2020,1426,333,2518,721,66.4,55.7,77.1,393,14,772,18.3,11.7,24.9,165,14,316,144,53.3,31.1,75.5,
RI,Rhode Island,19APR2020,1388,305,2471,749,65.0,55.7,74.2,418,8,829,19.6,12.0,27.1,166,11,321,90,64.9,48.6,81.1,
RI,Rhode Island,20APR2020,1402,282,2521,644,68.5,61.1,75.9,430,13,847,21.0,13.9,28.1,177,14,339,77,69.8,58.0,81.5,
RI,Rhode Island,21APR2020,1525,304,2745,657,69.9,63.4,76.4,434,15,852,19.9,11.6,28.1,216,0,437,115,65.3,45.2,85.4,
RI,Rhode Island,22APR2020,1540,312,2768,700,68.8,60.8,76.7,431,13,848,19.2,11.3,27.2,261,0,524,112,70.0,51.9,88.1,
RI,Rhode Island,23APR2020,1350,303,2397,689,66.2,59.6,72.9,372,36,708,18.2,12.0,24.5,264,0,528,46,85.3,76.4,94.1,
RI,Rhode Island,24APR2020,1367,268,2466,632,68.4,60.1,76.7,455,11,899,22.8,13.8,31.7,266,0,535,54,83.1,70.9,95.4,
RI,Rhode Island,25APR2020,1372,259,2485,809,62.9,51.4,74.5,420,5,835,19.3,10.5,28.1,260,0,522,48,84.4,74.3,94.5,
RI,Rhode Island,26APR2020,1759,0,3824,852,67.4,59.5,75.2,608,0,1414,23.3,15.5,31.1,318,0,683,103,75.5,66.0,85.1,
RI,Rhode Island,27APR2020,1812,0,3924,780,69.9,61.7,78.1,653,0,1496,25.2,17.3,33.1,326,0,693,95,77.4,64.8,90.1,
RI,Rhode Island,28APR2020,1893,0,4067,781,70.8,60.1,81.5,624,0,1426,23.3,15.9,30.8,295,0,623,94,76.0,64.1,87.8,
RI,Rhode Island,29APR2020,1963,0,4210,594,76.8,64.4,89.2,593,0,1341,23.2,14.8,31.7,297,0,633,136,68.7,54.6,82.8,
RI,Rhode Island,30APR2020,1934,0,4096,655,74.7,61.8,87.6,600,0,1388,23.2,12.6,33.7,309,0,683,95,76.6,58.8,94.4,
RI,Rhode Island,01MAY2020,1774,0,3659,819,68.4,62.1,74.8,534,0,1178,20.6,14.0,27.2,299,0,649,60,83.3,63.5,100.0,
RI,Rhode Island,02MAY2020,1873,0,3909,689,73.1,65.0,81.2,612,0,1313,23.9,18.3,29.5,339,0,744,102,76.9,65.9,88.0,
RI,Rhode Island,03MAY2020,1497,303,2691,792,65.4,53.5,77.3,329,62,595,14.4,7.7,21.0,256,11,501,72,78.0,65.1,90.9,
RI,Rhode Island,04MAY2020,1503,313,2693,787,65.6,53.3,78.0,415,41,789,18.1,10.8,25.4,246,15,477,83,74.7,59.6,89.9,
RI,Rhode Island,05MAY2020,1572,318,2826,807,66.1,55.3,76.8,404,44,764,17.0,10.8,23.2,255,8,502,74,77.5,62.2,92.8,
RI,Rhode Island,06MAY2020,1595,322,2869,793,66.8,55.5,78.2,393,25,760,16.5,10.2,22.7,261,9,512,77,77.1,62.5,91.7,
RI,Rhode Island,07MAY2020,1580,321,2840,793,66.6,56.3,76.9,354,31,677,14.9,9.1,20.7,258,6,511,68,79.2,65.8,92.5,
RI,Rhode Island,08MAY2020,1605,309,2901,769,67.6,54.6,80.6,343,25,660,14.4,8.9,19.9,253,6,499,70,78.2,64.6,91.9,
RI,Rhode Island,09MAY2020,1530,331,2728,668,69.6,62.5,76.7,324,26,622,14.7,9.8,19.7,237,9,466,82,74.4,60.0,88.8,
RI,Rhode Island,10MAY2020,1479,308,2650,719,67.3,60.2,74.3,347,33,661,15.8,10.1,21.5,232,11,453,87,72.7,58.0,87.4,
RI,Rhode Island,11MAY2020,1452,281,2623,919,61.2,52.0,70.5,303,38,568,12.8,7.7,17.9,237,9,465,84,73.8,59.2,88.5,
RI,Rhode Island,12MAY2020,1530,287,2774,845,64.4,54.2,74.6,363,30,696,15.3,9.8,20.8,257,11,503,71,78.4,64.0,92.7,
RI,Rhode Island,13MAY2020,1611,309,2913,322,83.3,73.1,93.5,354,25,682,18.3,12.6,24.0,263,9,516,58,81.8,67.5,96.1,
RI,Rhode Island,14MAY2020,1616,314,2918,312,83.8,75.4,92.2,342,25,658,17.7,12.3,23.1,261,2,520,59,81.5,66.2,96.7,
RI,Rhode Island,15MAY2020,1618,296,2941,283,85.1,76.8,93.4,334,28,640,17.6,12.4,22.7,256,0,516,62,80.5,62.7,98.4,
RI,Rhode Island,16MAY2020,1519,267,2770,441,77.5,68.6,86.4,301,19,583,15.3,10.3,20.4,246,0,496,71,77.6,59.3,95.8,
RI,Rhode Island,17MAY2020,492,0,1091,404,54.9,32.8,77.0,78,0,213,8.6,0.0,21.7,70,0,162,14,83.8,60.8,100.0,
RI,Rhode Island,18MAY2020,513,0,1138,411,55.5,33.4,77.7,106,0,255,11.4,1.8,21.1,66,0,150,12,84.6,56.8,100.0,
RI,Rhode Island,19MAY2020,1527,228,2826,457,77.0,66.8,87.1,280,1,558,14.1,9.3,18.9,246,6,485,65,79.0,61.9,96.0,
RI,Rhode Island,20MAY2020,1631,297,2965,327,83.3,75.0,91.6,299,17,581,15.3,10.6,20.0,254,5,503,65,79.6,63.1,96.1,
RI,Rhode Island,21MAY2020,1490,194,2786,380,79.7,69.2,90.2,268,12,523,14.3,10.9,17.8,174,0,368,89,66.2,49.9,82.6,
RI,Rhode Island,22MAY2020,1533,313,2753,375,80.3,73.6,87.1,294,0,600,15.4,9.1,21.7,257,0,525,58,81.5,60.2,100.0,
RI,Rhode Island,23MAY2020,1566,288,2843,415,79.0,71.8,86.2,207,34,380,10.4,7.1,13.8,233,1,466,74,76.0,57.2,94.8,
RI,Rhode Island,24MAY2020,1525,271,2779,386,79.8,70.4,89.2,289,11,567,15.1,10.3,19.9,236,0,477,82,74.1,57.2,90.9,
RI,Rhode Island,25MAY2020,1459,192,2725,513,74.0,64.5,83.5,270,0,543,13.7,8.3,19.2,221,0,462,146,60.2,38.8,81.6,
RI,Rhode Island,26MAY2020,1509,167,2851,440,77.4,68.5,86.3,280,0,567,14.4,9.2,19.6,276,0,583,81,77.3,58.8,95.8,
